Ticker,Sector,SubIndustry,Price,PE_Rank,PS_Rank,EV_EBITDA,EV_EBITDA_Used,EV_EBITDA_Source,EPS_Growth,EPS_Growth_Source,EPS_Growth_TTMYoY,EPS_Growth_3Y,EPS_Growth_5Y,Rev_Growth,ROE,Op_Margin,ROIC,ROIC_Source,Mom_Range,Mom_12M,Rev_Change,Rec_BuyRatio,Shrunk_Ratio,Analyst_Count,Streak_Days,Streak_Days_Raw,Streak_Score,Value_S,Growth_S,Prof_S,Mom_S,Rev_S,Fundamental_Score,Consensus_Score,Sentiment_Score,Alpha_Score,Alpha_Score_PreGates,Min_Fund_Factor,Momentum_Fail,Lopsided_Fail,Neg_EPS_Fail,Missing_EPS_Fail
META,Communication Services,Interactive Media & Services,620.25,26.7113,8.2518,15.9016,15.9016,TTM,6.58,TTM_YoY,6.58,20.1,29.99,21.27,30.930000000000003,43.23,26.840000000000003,TTM,0.4438299889398009,1.4641,0.021408450704225368,0.9014084507042254,0.8782894736842106,71.0,90.0,94.5,84.89281911636292,40.96969696969697,71.12918660287082,82.54545454545455,52.0,62.909090909090914,63.43795853269538,100.0,93.95712764654516,69.54179235546535,69.54179235546535,40.96969696969697,False,False,False,False
PEGA,Information Technology,Application Software,51.99,31.746,5.0937,28.8483,28.8483,TTM,0.58,TTM_YoY,0.58,,,17.0,45.98,17.4,38.53,TTM,0.5789336121275486,1.4637,0.044736842105263186,0.8947368421052632,0.8229166666666666,19.0,64.5,64.5,74.19236996521622,69.0226487420365,49.34130197288091,74.55525165392618,60.306122448979586,70.69970845481049,65.49746311477406,90.62196307094266,84.05012582865209,69.20799565754967,69.20799565754967,49.34130197288091,False,False,False,False
KRYS,Health Care,Biotechnology,285.04,41.5537,22.1497,48.2384,48.2384,TTM,277.03,TTM_YoY,277.03,,,54.51,19.36,42.4,19.36,TTM,0.9368287331100589,96.8372,0.0,0.8888888888888888,0.8152173913043478,18.0,90.0,94.5,84.89281911636292,27.35978112175103,89.82818465810482,77.59320782576597,93.20044296788484,42.9125138427464,65.39846432614466,78.40531561461795,81.00031701531594,68.51883486397892,68.51883486397892,27.35978112175103,False,False,False,False
NI,Utilities,Multi-Utilities,43.93,23.4069,3.3944,12.6915,12.6915,TTM,10.36,TTM_YoY,10.36,5.96,10.35,20.5,10.07,28.12,3.73,TTM,0.8971861471861469,15.5141,0.05138339920948609,0.8695652173913043,0.8124999999999999,23.0,64.5,64.5,74.19236996521622,42.773892773892776,82.51748251748252,69.34731934731934,58.74125874125874,63.636363636363626,63.93356643356643,93.006993006993,85.48114379028229,68.2430819049096,68.2430819049096,42.773892773892776,False,False,False,False
DY,Industrials,Construction & Engineering,370.61,36.0639,2.0746,16.7584,16.7584,TTM,33.67,TTM_YoY,33.67,71.2,34.5,13.19,22.21,8.31,12.790000000000001,TTM,0.9626589409303076,95.1298,0.0032679738562091387,0.9444444444444444,0.8586956521739131,18.0,90.0,94.5,84.89281911636292,48.379629629629626,66.06316137566138,59.760802469135804,81.06481481481482,58.56481481481482,61.701444003527335,99.42129629629629,93.60990542432293,68.08313628768646,68.08313628768646,48.379629629629626,False,False,False,False
WBS,Financials,Regional Banks,64.53,11.255,2.72593,9.263,9.263,TTM,21.16,TTM_YoY,21.16,-0.12,1.64,93.49402,9.959999999999999,43.21621,8.799999999999999,TTM,0.9258576171154553,11.3738,0.0,0.8636363636363636,0.8055555555555556,22.0,90.0,94.5,84.89281911636292,70.44367474847435,83.54504156911698,67.71223129012378,60.94621563101501,28.574962889658583,62.58272600863318,86.78871845620979,86.03035872027104,67.27225255096076,67.27225255096076,28.574962889658583,False,False,False,False
CRS,Industrials,Industrial Machinery & Supplies & Components,335.44,40.3945,5.776,24.9513,24.9513,TTM,82.17,TTM_YoY,82.17,,198.87,2.4,22.68,19.41,16.42,TTM,0.9355927369521817,67.11,0.16666666666666663,0.9166666666666666,0.8088235294117647,12.0,4.5,4.5,9.017226537397004,25.178687459389206,61.46616541353383,81.70890188434048,78.12865497076024,99.0253411306043,69.28056251740462,92.00779727095517,58.8115689775319,67.18676380943008,67.18676380943008,25.178687459389206,False,False,False,False
NDAQ,Financials,Financial Exchanges & Data,100.98,35.4825,7.0591,22.9685,22.9685,TTM,67.57,TTM_YoY,67.57,-6.38,4.53,16.44,13.96,27.61,7.7700000000000005,TTM,0.9782108539721209,28.8175,0.06956521739130428,0.8695652173913043,0.8124999999999999,23.0,34.5,34.5,51.543320820949745,25.462134764460345,78.21512293517962,54.09870567189309,89.33810375670842,85.68872987477639,64.79858949636281,91.68157423971377,75.62627287220815,66.96412617153187,66.96412617153187,25.462134764460345,False,False,False,False
WAL,Financials,Regional Banks,88.37,10.8084,2.03505,11.1237,11.1237,TTM,24.59,TTM_YoY,24.59,-6.1,8.28,69.87056,12.790000000000001,41.20746,8.709999999999999,TTM,0.8385542168674699,1.5164,0.0,0.9,0.8300000000000001,20.0,90.0,94.5,84.89281911636292,77.2224971136401,76.04227652297169,71.04136321396015,37.63472034684408,28.574962889658583,59.773496160770726,98.51558634339438,93.06647945258179,66.43209281913295,66.43209281913295,28.574962889658583,False,False,False,False
HALO,Health Care,Biotechnology,71.21,14.0625,6.7378,11.7079,11.7079,TTM,57.4,TTM_YoY,57.4,7.75,,31.19,141.55,59.33,30.869999999999997,TTM,0.7409374999999998,28.6075,0.04583333333333328,0.7333333333333333,0.6875,15.0,0.0,0.0,0.0,69.99761144767984,75.1425596271136,97.48984865263935,63.133997785160574,85.27131782945736,79.92485961178409,17.27574750830565,10.365448504983389,66.01297739042396,66.01297739042396,63.133997785160574,False,False,False,False
MCK,Health Care,Health Care Distributors,840.46,25.7216,0.268,18.9776,18.9776,TTM,66.52,TTM_YoY,66.52,52.67,39.07,17.23,39.43,1.36,16.23,TTM,0.8304365213646292,41.2087,0.045454545454545414,0.8636363636363636,0.8055555555555556,22.0,4.5,4.5,9.017226537397004,71.3931679850909,76.36312874454825,60.0,73.7108190091001,72.24469160768452,70.05682051882975,76.74418604651163,49.65340224286577,65.97613686363695,65.97613686363695,60.0,False,False,False,False
APP,Information Technology,Application Software,568.76,67.9038,34.8178,57.8058,57.8058,TTM,148.76,TTM_YoY,148.76,252.84,68.68,40.81,262.94,59.92,61.050000000000004,TTM,0.6755700684265561,71.3081,0.018181818181818188,0.8181818181818182,0.7828947368421053,33.0,0.0,0.0,0.0,22.695983155166825,93.49676274018378,98.55346163993335,85.2538872691934,53.44995140913509,71.35498796125948,72.59475218658893,43.55685131195336,65.79536063139825,65.79536063139825,22.695983155166825,False,False,False,False
CFG,Financials,Regional Banks,60.82,15.3294,1.48499,13.8778,13.8778,TTM,36.95,TTM_YoY,36.95,-15.04,-3.47,62.72879,6.800000000000001,31.44855,4.65,TTM,0.9546684709066307,29.9573,0.038461538461538436,0.8461538461538461,0.7983870967741936,26.0,64.5,64.5,74.19236996521622,59.01368959261092,80.9221158454354,27.341642506452917,88.99739436682101,68.48095002474022,61.868370874193694,83.91885205343888,80.02825921814983,65.50034854298492,65.50034854298492,27.341642506452917,False,False,False,False
CBRE,Real Estate,Real Estate Services,171.59,41.583,1.2985,23.0284,23.0284,TTM,30.28,TTM_YoY,30.28,-16.53,-3.52,14.61,14.67,4.38,8.28,TTM,0.9773993808049535,27.3395,0.06315789473684219,0.8,0.7500000000000001,20.0,0.0,0.0,0.0,33.33333333333335,75.0,60.0,66.66666666666666,100.0,66.66666666666667,100.0,60.0,65.33333333333334,65.33333333333334,33.33333333333335,False,False,False,False
OPCH,Health Care,Health Care Facilities,36.03,27.3537,1.0341,16.7196,16.7196,TTM,5.27,TTM_YoY,5.27,16.65,,15.79,15.28,6.03,8.39,TTM,0.9760033098882913,22.8854,0.01388888888888884,0.8888888888888888,0.8152173913043478,18.0,64.5,64.5,74.19236996521622,64.91699177517691,55.08503991669559,51.478610393339075,79.01808785529715,66.1498708010336,61.952746275210565,81.22308354866495,78.41079811528544,65.24435664322554,65.24435664322554,51.478610393339075,False,False,False,False
KO,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,70.44,23.2527,6.3572,21.3633,21.3633,TTM,25.45,TTM_YoY,25.45,3.01,3.54,2.8,47.010000000000005,31.42,17.29,TTM,0.6983154670750383,13.1566,0.0,0.8857142857142857,0.8437499999999999,35.0,90.0,94.5,84.89281911636292,30.71625344352618,58.4710743801653,91.73553719008265,59.090909090909086,48.34710743801652,59.30440771349862,91.73553719008264,88.99844996059474,65.24321616291785,65.24321616291785,30.71625344352618,False,False,False,False
KALU,Materials,Aluminum,128.24,22.7384,0.6476,10.9034,10.9034,TTM,90.32,TTM_YoY,90.32,,-5.6,7.69,12.16,4.93,5.06,TTM,0.9498454540152799,72.4351,0.75,0.75,0.6730769230769231,8.0,0.0,0.0,0.0,74.32712215320912,82.90923662592667,53.6231884057971,86.45962732919253,100.0,77.82201295665531,24.84472049689441,14.906832298136646,65.23897682495158,65.23897682495158,53.6231884057971,False,False,False,False
MSFT,Information Technology,Systems Software,459.86,32.5783,11.6328,20.5201,20.5201,TTM,16.02,TTM_YoY,16.02,12.24,18.8,15.59,31.53,45.94,24.959999999999997,TTM,0.546235640368366,8.3094,-0.0031982942430703876,0.9253731343283582,0.8993055555555556,67.0,90.0,94.5,84.89281911636292,52.74313429075334,59.643437296946075,91.8647871519742,54.9829931972789,21.768707482993197,58.044701581723906,99.24414210128496,93.50361290731615,65.13648384684237,65.13648384684237,21.768707482993197,False,False,False,False
ADMA,Health Care,Biotechnology,17.31,19.6696,8.4324,25.4553,25.4553,TTM,206.77,TTM_YoY,206.77,,,27.62,53.98,33.25,45.47,TTM,0.31306491372226775,4.089,0.0888888888888888,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,48.65481076151391,82.80135865522884,88.92580287929125,32.95681063122924,97.23145071982282,72.91249634182032,55.703211517164995,33.42192691029899,65.01438245551606,65.01438245551606,32.95681063122924,False,False,False,False
NJR,Utilities,Gas Utilities,48.11,14.4413,3.7241,11.5524,11.5524,TTM,14.03,TTM_YoY,14.03,5.34,14.21,27.79,13.98,39.1,5.7700000000000005,TTM,0.6365503080082133,1.4765,0.09090909090909094,0.8181818181818182,0.734375,11.0,0.0,0.0,0.0,53.69696969696969,83.0909090909091,87.63636363636363,25.090909090909093,85.0909090909091,70.04848484848485,74.54545454545453,44.72727272727272,64.98424242424242,64.98424242424242,25.090909090909093,False,False,False,False
TMDX,Health Care,Health Care Equipment,143.37,53.3909,8.6511,51.3748,51.3748,TTM,144.86,TTM_YoY,144.86,,,41.2,31.41,16.94,11.43,TTM,0.874950495049505,147.1044,0.07777777777777783,0.8,0.7500000000000001,20.0,0.0,0.0,0.0,27.71317829457364,92.40901837710672,72.52368647717485,95.65891472868218,85.20671834625324,73.54554183218275,51.162790697674424,30.697674418604652,64.97596834946714,64.97596834946714,27.71317829457364,False,False,False,False
STRL,Industrials,Construction & Engineering,350.96,34.1429,4.8276,23.4751,23.4751,TTM,72.95,TTM_YoY,72.95,56.63,41.21,6.2,35.620000000000005,19.68,26.5,TTM,0.7887856257744734,96.6383,0.09999999999999998,0.9,0.7833333333333333,10.0,0.0,0.0,0.0,29.51388888888889,57.845568783068785,89.6604938271605,69.16666666666667,93.3449074074074,68.93099647266314,75.75231481481481,45.451388888888886,64.23507495590829,64.23507495590829,29.51388888888889,False,False,False,False
UBER,Industrials,Passenger Ground Transportation,84.85,10.5952,3.5538,37.2304,37.2304,TTM,282.23,TTM_YoY,282.23,,,18.25,70.61,8.72,49.03,TTM,0.5855899419729206,23.7241,0.013387978142076484,0.8166666666666667,0.7961538461538461,60.0,0.0,0.0,0.0,44.97354497354497,93.34845049130763,79.71781305114638,46.56084656084656,62.962962962962955,67.17057193247669,85.89065255731923,51.53439153439154,64.04333585285966,64.04333585285966,44.97354497354497,False,False,False,False
BG,Consumer Staples,Agricultural Products & Services,107.81,15.7568,0.3468,13.3732,13.3732,TTM,17.66,TTM_YoY,17.66,-16.27,,10.29,10.99,2.8,5.9799999999999995,TTM,0.9751447876447876,35.7809,0.15000000000000002,0.85,0.79,20.0,0.0,0.0,0.0,66.40316205533597,69.96047430830039,38.866930171278,89.72332015810277,100.0,70.44795783926219,63.636363636363626,38.18181818181817,63.99472990777338,63.99472990777338,38.866930171278,False,False,False,False
CR,Industrials,Industrial Machinery & Supplies & Components,207.42,32.6503,5.2673,26.1506,26.1506,TTM,38.15,TTM_YoY,38.15,-11.75,18.11,-0.37,20.19,17.06,18.790000000000003,TTM,0.9857738533235219,33.432,0.006535947712418277,0.8888888888888888,0.8152173913043478,18.0,90.0,94.5,84.89281911636292,31.77387914230019,44.84823169033696,75.86094866796621,69.98050682261209,60.331384015594544,56.85301216002971,95.12670565302145,91.03315103835803,63.68903993569538,63.68903993569538,31.77387914230019,False,False,False,False
APH,Information Technology,Electronic Components,154.39,49.4588,9.0105,32.2922,32.2922,TTM,72.14,TTM_YoY,72.14,14.69,15.39,47.37,34.63,24.31,20.57,TTM,0.9810678152859861,120.9991,0.024347826086956514,0.72,0.6916666666666667,25.0,0.0,0.0,0.0,41.20443049014478,90.48228744939271,86.05199415214143,95.85949764521193,74.09733124018838,77.04873302076233,16.797488226059652,10.078492935635792,63.65468500373703,63.65468500373703,41.20443049014478,False,False,False,False
MLI,Industrials,Industrial Machinery & Supplies & Components,132.83,19.6841,3.5621,13.1898,13.1898,TTM,30.06,TTM_YoY,30.06,8.77,42.72,15.71,26.229999999999997,23.03,26.22,TTM,0.9909896380837965,62.2847,0.0,0.8333333333333334,0.7045454545454546,6.0,0.0,0.0,0.0,67.57634827810266,77.06070732386522,93.27485380116961,89.23976608187135,39.57115009746589,73.54631950245985,38.255360623781684,22.953216374269008,63.42769887682169,63.42769887682169,39.57115009746589,False,False,False,False
GILD,Health Care,Biotechnology,124.91,19.1089,5.3279,13.4026,13.4026,TTM,7633.29,TTM_YoY,7633.29,-57.39,-38.15,2.78,40.739999999999995,36.06,20.76,TTM,0.8999472016895461,36.2902,0.006006006006005982,0.7837837837837838,0.7559523809523809,37.0,0.0,0.0,0.0,70.59583523331814,58.27796234772979,84.69915097822074,82.09302325581396,62.84606866002215,71.8327144811413,47.06533776301218,28.239202657807308,63.114012116474505,63.114012116474505,58.27796234772979,False,False,False,False
GE,Industrials,Aerospace & Defense,325.12,42.538,7.8033,37.1173,37.1173,TTM,32.21,TTM_YoY,32.21,,,17.68,42.13,17.0,20.79,TTM,0.95577466412962,80.8835,0.019893899204244003,0.8275862068965517,0.7867647058823529,29.0,0.0,0.0,0.0,28.24981844589688,78.22270322270322,87.65432098765432,70.10893246187364,68.62745098039215,67.44991464599308,73.74727668845316,44.248366013071895,62.80960491940884,62.80960491940884,28.24981844589688,False,False,False,False
EHC,Health Care,Health Care Facilities,100.5,18.6911,1.7448,9.3359,9.3359,TTM,27.88,TTM_YoY,27.88,2.72,4.32,11.13,24.37,17.29,11.55,TTM,0.22476029328821207,6.4506,-0.003676470588235281,0.9375,0.8452380952380951,16.0,90.0,94.5,84.89281911636292,73.18910337606188,55.56712561224883,75.56703990812518,38.27734711455641,25.495262704565025,55.48366038278991,95.26270456503015,91.11475038556326,62.60987838334458,62.60987838334458,25.495262704565025,False,False,False,False
RL,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",363.05,25.7703,2.908,17.8273,17.8273,TTM,28.88,TTM_YoY,28.88,12.85,18.45,12.32,33.42,14.05,20.84,TTM,0.9166625694478588,52.7217,-0.031339031339031376,0.8148148148148148,0.7734375,27.0,64.5,64.5,74.19236996521622,36.82584937039677,82.42310950927259,74.31693989071037,81.5823235923022,21.454027084818243,58.957180704420445,78.61724875267284,76.84729723769019,62.5352040110744,62.5352040110744,21.454027084818243,False,False,False,False
ADEA,Information Technology,IT Consulting & Other Services,19.415,28.9696,5.5964,13.486,13.486,TTM,74.62,TTM_YoY,74.62,,,10.53,18.32,32.57,8.57,TTM,0.9832869080779942,52.1552,0.0,0.9,0.7833333333333333,10.0,0.0,0.0,0.0,65.75224292615597,63.77049961861174,71.99236485270934,85.89174800354925,43.700088731144625,65.5264196688922,78.26086956521739,46.95652173913043,61.81244008293985,61.81244008293985,43.700088731144625,False,False,False,False
TNL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",72.41,11.3328,1.1741,10.9244,10.9244,TTM,3.29,TTM_YoY,3.29,18.11,1.16,3.6,121.75,19.71,12.04,TTM,0.9011446409989594,39.2768,0.012499999999999956,0.8125,0.75,16.0,0.0,0.0,0.0,74.43259027958482,38.24676328929345,76.44418423106949,82.75175644028104,69.43793911007026,67.94726805959924,61.76814988290398,37.06088992974239,61.76999243362788,61.76999243362788,38.24676328929345,False,False,False,False
SEIC,Financials,Asset Management & Custody Banks,86.01,15.075,4.6874,12.3117,12.3117,TTM,31.33,TTM_YoY,31.33,4.97,6.39,9.42,30.209999999999997,31.45,30.209999999999997,TTM,0.7286485674692301,3.6765,0.1515151515151516,0.8181818181818182,0.734375,11.0,0.0,0.0,0.0,53.754844961240316,58.66238912004755,84.96352029183767,41.8219904240766,94.69476744186048,68.93657894120058,54.941860465116285,32.96511627906977,61.74228640877442,61.74228640877442,41.8219904240766,False,False,False,False
WMT,Consumer Staples,Consumer Staples Merchandise Retail,119.7,41.6877,1.3584,23.1948,23.1948,TTM,17.2,TTM_YoY,17.2,13.97,6.82,4.34,25.380000000000003,4.12,16.28,TTM,0.9629450814725408,31.1062,0.0,0.9583333333333334,0.919811320754717,48.0,90.0,94.5,84.89281911636292,23.088023088023082,61.03896103896104,60.0,84.41558441558442,45.887445887445885,53.665223665223664,100.0,93.95712764654516,61.723604461487966,61.723604461487966,23.088023088023082,False,False,False,False
MATX,Industrials,Marine Transportation,146.26,10.613,1.3481,8.6415,8.6415,TTM,9.49,TTM_YoY,9.49,-13.43,48.79,1.88,16.23,14.89,14.21,TTM,0.8815046089800773,3.5322,0.2222222222222222,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,80.30303030303031,39.95911495911496,68.01346801346801,37.878787878787875,99.15824915824916,66.56926406926408,68.09764309764309,40.85858585858585,61.42712842712844,61.42712842712844,37.878787878787875,False,False,False,False
ANET,Information Technology,Communications Equipment,129.83,48.708,19.3521,42.4629,42.4629,TTM,26.15,TTM_YoY,26.15,50.09,27.36,27.75,31.28,42.88,31.28,TTM,0.6672353331437779,9.9043,-0.004734848484848508,0.84375,0.8040540540540542,32.0,90.0,94.5,84.89281911636292,34.68312612401282,68.75210055790818,87.59355857522534,50.75299085151302,23.01196340605208,54.80077628912791,89.44405348346235,87.62355973662258,61.36533297862685,61.36533297862685,23.01196340605208,False,False,False,False
TMO,Health Care,Life Sciences Tools & Services,618.72,35.4033,5.315,30.3692,30.3692,TTM,8.52,TTM_YoY,8.52,-5.27,12.52,3.22,13.100000000000001,17.16,7.8,TTM,0.9543799353545274,10.1494,0.08088235294117652,0.875,0.8310810810810811,32.0,4.5,4.5,9.017226537397004,45.725490196078425,44.66296424852482,58.604651162790695,75.08837209302328,89.0232558139535,61.79676065636252,91.62790697674419,58.58363480100531,61.154135485291086,61.154135485291086,44.66296424852482,False,False,False,False
DXPE,Industrials,Trading Companies & Distributors,123.94,22.2867,0.9915,13.7013,13.7013,TTM,35.92,TTM_YoY,35.92,71.73,15.98,12.76,19.12,8.65,8.05,TTM,0.8889240006320114,24.6881,0.031746031746031744,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,71.46776406035666,77.9737409367039,50.73159579332418,57.750342935528124,66.94101508916323,64.62195440590503,75.85733882030178,45.514403292181065,60.80044418316024,60.80044418316024,50.73159579332418,False,False,False,False
EWBC,Financials,Regional Banks,115.23,12.5623,3.27879,8.7081,8.7081,TTM,14.37,TTM_YoY,14.37,10.93,12.56,74.7411,15.559999999999999,57.97676,15.340000000000002,TTM,0.9125534395647105,15.8207,0.024844720496894346,0.7391304347826086,0.7053571428571428,23.0,0.0,0.0,0.0,64.20913739073066,66.11436768459265,89.68237597299962,66.43194032986126,60.26719445818901,70.50352494943155,35.1311232063335,21.0786739238001,60.61855474430526,60.61855474430526,60.26719445818901,False,False,False,False
NXT,Industrials,Electrical Components & Equipment,96.36,24.8187,4.2388,17.6241,17.6241,TTM,17.5,TTM_YoY,17.5,41.04,32.96,20.37,33.75,21.14,33.050000000000004,TTM,0.7863849765258216,112.8562,0.008522727272727293,0.7272727272727273,0.7039473684210527,33.0,0.0,0.0,0.0,49.68071519795657,72.89174290405816,94.04001702852277,68.17369093231163,52.745849297573436,68.79971937689507,46.487867177522354,27.89272030651341,60.61831956281874,60.61831956281874,49.68071519795657,False,False,False,False
AMZN,Consumer Discretionary,Broadline Retail,239.12,33.4228,3.6976,17.0789,17.0789,TTM,51.72,TTM_YoY,51.72,19.49,36.89,11.48,23.62,11.02,19.45,TTM,0.7996297058218472,8.3658,-0.01348651348651353,0.948051948051948,0.923780487804878,77.0,90.0,94.5,84.89281911636292,28.531213777115415,83.86455023479459,66.21957277694982,52.36959761549926,26.90014903129657,52.26951544520366,100.0,93.95712764654516,60.60703788547197,60.60703788547197,26.90014903129657,False,False,False,False
ATI,Industrials,Aerospace & Defense,124.35,37.9826,3.6864,21.9763,21.9763,TTM,9.29,TTM_YoY,9.29,,7.37,7.75,24.8,14.82,12.06,TTM,0.968593536640874,116.3738,0.06666666666666665,0.8666666666666667,0.7875000000000001,15.0,0.0,0.0,0.0,49.9273783587509,39.49862773392185,69.02687000726216,81.24183006535948,82.13507625272331,63.75520848069868,78.9760348583878,47.38562091503268,60.481290967565485,60.481290967565485,39.49862773392185,False,False,False,False
FCX,Materials,Copper,58.71,40.687,4.5767,9.444,9.444,TTM,3.49,TTM_YoY,3.49,-23.37,,-28.16,11.49,24.53,7.6,TTM,0.9394856278366113,46.665,0.20085470085470092,0.7777777777777778,0.7421875,27.0,0.0,0.0,0.0,44.44444444444445,38.38051349572087,73.69614512471655,79.8639455782313,94.55782312925169,65.88018433179724,64.62585034013605,38.775510204081634,60.45924950625412,60.45924950625412,38.38051349572087,False,False,False,False
