Ticker,Sector,SubIndustry,Price,PE_Rank,PS_Rank,EPS_Growth,EPS_Growth_Source,EPS_Growth_TTMYoY,EPS_Growth_3Y,EPS_Growth_5Y,Rev_Growth,ROE,Op_Margin,Mom_Range,Mom_12M,Rev_Change,Rec_BuyRatio,Shrunk_Ratio,Analyst_Count,Streak_Days,Streak_Days_Raw,Streak_Score,Value_S,Growth_S,Prof_S,Mom_S,Rev_S,Fundamental_Score,Consensus_Score,Sentiment_Score,Alpha_Score,Min_Fund_Factor
TMO,Health Care,Life Sciences Tools & Services,607.08,34.4773,5.176,8.52,TTM_YoY,8.52,-5.27,12.52,3.22,13.100000000000001,17.16,0.9134448932487017,9.2814,0.08088235294117652,0.875,0.8310810810810811,32.0,3.25,3.25,6.597306234797373,50.90909090909091,44.41501976284585,58.81818181818182,71.0909090909091,88.27272727272728,63.5602766798419,91.81818181818183,57.72983158482804,62.39418766083913,44.41501976284585
CR,Industrials,Industrial Machinery & Supplies & Components,204.73,32.2269,5.199,38.15,TTM_YoY,38.15,-11.75,18.11,-0.37,20.19,17.06,0.9623436145175273,35.0729,0.006535947712418277,0.8888888888888888,0.8152173913043478,18.0,90.0,93.25,84.89281911636292,34.26573426573427,44.009106158638865,70.62937062937063,65.08158508158508,61.771561771561764,54.98597041587695,95.33799533799532,91.15992484934236,62.22076130257004,34.26573426573427
ATI,Industrials,Aerospace & Defense,124.42,38.0162,3.6896,9.29,TTM_YoY,9.29,,7.37,7.75,24.8,14.82,0.9881019488307247,126.2182,0.06666666666666665,0.8666666666666667,0.7875000000000001,15.0,0.0,0.0,0.0,45.72192513368984,39.781265097372845,70.98930481283423,93.31550802139037,82.35294117647058,65.88406050610558,79.14438502673798,47.486631016042786,62.204574608093026,39.781265097372845
STT,Financials,Asset Management & Custody Banks,132.81,12.3789,1.80473,47.21,TTM_YoY,47.21,5.73,8.18,181.1518,11.15,24.96261,0.9699321047526676,40.6141,0.022727272727272707,0.7727272727272727,0.7314814814814814,22.0,0.0,0.0,0.0,80.21418539325842,91.59326408306622,40.69442671092952,85.77342951991828,59.44522471910112,70.22769584521384,49.29775280898876,29.578651685393254,62.097887013249725,40.69442671092952
CAH,Health Care,Health Care Distributors,208.26,31.2613,0.2128,28.92,TTM_YoY,28.92,,,4.44,37.169999999999995,1.01,0.9302884615384613,72.3151,0.045454545454545525,0.8181818181818182,0.7685185185185185,22.0,0.0,0.0,0.0,73.51778656126481,46.59878558744343,50.98814229249011,93.87351778656127,80.23715415019763,68.36125909377327,60.07905138339922,36.04743083003953,61.898493441026524,46.59878558744343
WMT,Consumer Staples,Consumer Staples Merchandise Retail,120.36,41.8721,1.3644,17.2,TTM_YoY,17.2,13.97,6.82,4.34,25.380000000000003,4.12,0.9963144963144962,31.4979,0.0,0.9583333333333334,0.919811320754717,48.0,90.0,93.25,84.89281911636292,25.974025974025974,58.87445887445887,58.874458874458874,88.74458874458874,45.887445887445885,53.52813852813853,100.0,93.95712764654516,61.61393635181986,25.974025974025974
JLL,Real Estate,Real Estate Services,345.67,26.0934,0.6509,32.0,TTM_YoY,32.0,-15.14,0.7,12.51,9.08,3.81,0.9328031564021948,45.2395,-0.04583333333333328,0.6875,0.6547619047619047,16.0,0.0,0.0,0.0,66.66666666666667,66.66666666666666,66.66666666666666,100.0,66.66666666666666,71.66666666666666,33.33333333333333,19.999999999999996,61.33333333333333,66.66666666666666
GILD,Health Care,Biotechnology,121.76,18.6308,5.1946,7633.29,TTM_YoY,7633.29,-57.39,-38.15,2.78,40.739999999999995,36.06,0.8251008064516133,35.3791,0.006006006006005982,0.7837837837837838,0.7559523809523809,37.0,0.0,0.0,0.0,67.31601731601732,58.17099567099567,86.14718614718615,76.25541125541125,62.77056277056276,69.45779220779221,47.61904761904761,28.571428571428566,61.28051948051949,58.17099567099567
DXPE,Industrials,Trading Companies & Distributors,113.44,20.7655,0.9239,35.92,TTM_YoY,35.92,71.73,15.98,12.76,19.12,8.65,0.7230210143782587,26.915,0.031746031746031744,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,74.57912457912458,78.6919034582586,52.35690235690235,47.67676767676768,67.34006734006734,65.1121180653891,76.26262626262626,45.75757575757575,61.24120960382643,47.67676767676768
ENS,Industrials,Electrical Components & Equipment,164.13,17.6785,1.6004,21.12,TTM_YoY,21.12,38.8,22.99,6.17,18.02,12.15,0.9917317929550343,79.534,0.08333333333333337,0.75,0.6730769230769231,8.0,0.0,0.0,0.0,78.0564263322884,55.64796949746998,60.031347962382455,85.64263322884013,86.20689655172414,73.14526788068522,22.25705329153605,13.35423197492163,61.18706069953251,55.64796949746998
MSFT,Information Technology,Systems Software,470.67,33.8053,12.0709,16.02,TTM_YoY,16.02,12.24,18.8,15.59,31.53,45.94,0.5975505553973226,12.8191,-0.0031982942430703876,0.9253731343283582,0.8993055555555556,67.0,90.0,93.25,84.89281911636292,43.25396825396825,57.54747472283543,91.66790288285615,53.90436258360786,25.264550264550262,52.89566112561072,99.33862433862434,93.56030224971977,61.02858935043253,25.264550264550262
MATX,Industrials,Marine Transportation,130.59,9.6624,1.2273,9.49,TTM_YoY,9.49,-13.43,48.79,1.88,16.23,14.89,0.6485280999107941,-6.1921,0.2222222222222222,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,81.81818181818181,39.81231173244767,63.63636363636364,25.702479338842977,99.17355371900827,65.70213176797714,68.59504132231405,41.15702479338842,60.7931103730594,25.702479338842977
MLI,Industrials,Industrial Machinery & Supplies & Components,126.01,18.5356,3.3543,30.06,TTM_YoY,30.06,8.77,42.72,15.71,26.229999999999997,23.03,0.9937856902922406,59.2644,0.0,0.8333333333333334,0.7045454545454546,6.0,0.0,0.0,0.0,66.8997668997669,76.83049038189225,92.19114219114218,86.62004662004662,39.97668997668997,70.17145938173975,38.46153846153846,23.076923076923077,60.752552120776414,39.97668997668997
ENVA,Financials,Consumer Finance,157.66,13.3345,2.2467,74.38,TTM_YoY,74.38,2.99,47.49,20.81,23.919999999999998,40.59,0.8765584219192812,60.8447,0.0,0.8571428571428571,0.7763157894736842,14.0,0.0,0.0,0.0,54.848106533499795,75.48893827963595,82.22108727726706,81.64718344493625,33.16687473990845,63.05042261979811,84.60258010819808,50.76154806491885,60.59264770882226,33.16687473990845
AROC,Energy,Oil & Gas Equipment & Services,26.04,17.2146,3.1731,64.31,TTM_YoY,64.31,78.72,8.43,31.94,19.28,33.8,0.573643410852713,-3.3766,0.0,0.9333333333333333,0.8374999999999999,15.0,90.0,93.25,84.89281911636292,31.854838709677423,80.58755760368663,87.84562211981566,42.16589861751152,33.755760368663594,54.82142857142857,82.6036866359447,83.519339628112,60.561010782765266,31.854838709677423
BAC,Financials,Diversified Banks,54.54,13.4616,2.32875,29.77,TTM_YoY,29.77,-2.92,3.31,99.36713,9.92,32.73721,0.8770675924035124,21.0386,0.027586206896551668,0.8275862068965517,0.7867647058823529,29.0,0.0,0.0,0.0,57.107962872496344,85.71559886018935,47.06110938402096,63.391659634942485,61.993160723009275,62.983973349335024,84.63605276013678,50.78163165608206,60.543505010684434,47.06110938402096
ADEA,Information Technology,IT Consulting & Other Services,18.76,27.9923,5.4076,74.62,TTM_YoY,74.62,,,10.53,18.32,32.57,0.9423298731257209,47.8329,0.0,0.9,0.7833333333333333,10.0,0.0,0.0,0.0,58.17901234567902,64.80018176261481,80.82597784700587,80.43908688562777,42.052469135802475,63.34001470785472,79.55246913580247,47.73148148148148,60.21830806258008,42.052469135802475
VLY,Financials,Regional Banks,11.66,12.5451,2.27179,41.13,TTM_YoY,41.13,-14.04,-4.22,77.66814,6.859999999999999,42.57981,0.8418932527693856,33.2571,0.024767801857585203,0.7894736842105263,0.7395833333333334,19.0,0.0,0.0,0.0,65.6042192157762,89.12324179143116,50.46590648516813,71.75107095953805,59.917450126117856,66.78069667393527,55.583581747305665,33.3501490483834,60.0945871488249,50.46590648516813
NDAQ,Financials,Financial Exchanges & Data,98.89,34.6779,6.8991,67.57,TTM_YoY,67.57,-6.38,4.53,16.44,13.96,27.61,0.936082474226804,29.811,0.06956521739130428,0.8695652173913043,0.8124999999999999,23.0,33.25,33.25,50.25449110869504,23.206568712186694,76.75435030086193,52.97399229983499,84.47984599669992,86.17113223854795,64.80174222171871,91.83232497839239,75.20119143051345,60.0,23.206568712186694
NJR,Utilities,Gas Utilities,46.96,14.1321,3.6444,14.03,TTM_YoY,14.03,5.34,14.21,27.79,13.98,39.1,0.47912388774811776,2.8697,0.09090909090909094,0.8181818181818182,0.734375,11.0,0.0,0.0,0.0,51.272727272727266,83.0909090909091,85.0909090909091,14.90909090909091,85.0909090909091,67.4,74.54545454545453,44.72727272727272,60.0,14.90909090909091
V,Financials,Transaction & Payment Processing Services,327.88,32.7191,16.874,9.45,TTM_YoY,9.45,13.37,15.85,11.38,52.470000000000006,62.21,0.3774669977780682,6.8291,0.07234042553191489,0.8723404255319149,0.841346153846154,47.0,63.25,63.25,73.50594982757528,9.41011235955056,45.23557837511326,94.00718663359113,35.69932876112651,87.96147672552166,57.075843969200385,98.3948635634029,88.43929806907184,60.0,9.41011235955056
APP,Information Technology,Application Software,668.63,79.8272,40.9316,148.76,TTM_YoY,148.76,252.84,68.68,40.81,262.94,59.92,0.8587807965364789,111.8063,0.018181818181818188,0.8181818181818182,0.7828947368421053,33.0,0.0,0.0,0.0,15.891472868217061,93.75596882017396,99.78466838931956,92.03679326540231,54.435831180017225,69.30089880035678,73.557278208441,44.134366925064604,60.0,15.891472868217061
RGLD,Materials,Gold,253.98,44.3456,24.8213,66.92,TTM_YoY,66.92,33.79,10.69,28.11,14.729999999999999,65.38,0.9888376607619508,89.4949,0.02083333333333337,0.8333333333333334,0.7717391304347826,18.0,0.0,0.0,0.0,17.676767676767682,95.73863636363637,87.62626262626262,88.88888888888887,60.1010101010101,68.56691919191918,77.77777777777779,46.66666666666667,60.0,17.676767676767682
AVGO,Information Technology,Semiconductors,354.61,73.1693,26.486,290.4,TTM_YoY,290.4,20.59,46.63,23.87,31.47,39.97,0.7830096560703049,57.4016,0.0030323450134770447,0.9464285714285714,0.9139344262295082,56.0,90.0,93.25,84.89281911636292,22.31718898385566,83.04667955056414,89.21994124486338,66.43731297819349,56.6951566951567,63.05614807637483,100.0,93.95712764654516,60.0,22.31718898385566
RRR,Consumer Discretionary,Casinos & Gaming,62.38,34.6713,3.3013,0.99,TTM_YoY,0.99,-10.55,,4.69,85.86,30.3,0.9219594594594596,42.0633,0.08359133126934981,0.7894736842105263,0.7395833333333334,19.0,0.0,0.0,0.0,22.244623655913983,45.73626045400239,95.96774193548387,73.37696104353958,95.96774193548387,67.78820484948196,53.36021505376344,32.016129032258064,60.0,22.244623655913983
VICR,Industrials,Electrical Components & Equipment,138.61,74.8417,15.5247,1787.15,TTM_YoY,1787.15,-52.39,-16.69,11.55,13.77,19.0,0.8975374780533922,196.0487,0.2333333333333334,0.9,0.7833333333333333,10.0,0.0,0.0,0.0,6.11285266457679,86.83385579937305,64.576802507837,82.31974921630095,100.0,68.85266457680251,85.57993730407524,51.34796238244515,60.0,6.11285266457679
VITL,Consumer Staples,Agricultural Products & Services,30.59,22.4688,1.924,18.52,TTM_YoY,18.52,177.44,80.82,23.56,20.34,11.23,0.07091321377035659,-26.5017,0.0032679738562091387,0.9444444444444444,0.8586956521739131,18.0,90.0,93.25,84.89281911636292,39.723320158102766,86.16600790513834,80.23715415019763,20.948616600790512,55.73122529644269,58.300395256917,96.04743083003953,91.58558614456888,60.0,20.948616600790512
WDC,Information Technology,"Technology Hardware, Storage & Peripherals",214.0,28.1344,6.0432,2.46,3Y,,2.46,,-16.35,35.06,24.86,0.9624220374220376,356.6424,0.03125,0.8125,0.7770270270270271,32.0,0.0,0.0,0.0,59.77777777777777,22.798742138364783,78.38213914849429,95.73333333333335,72.2962962962963,64.62580588700145,76.66666666666669,46.00000000000001,60.0,22.798742138364783
CRS,Industrials,Industrial Machinery & Supplies & Components,320.14,38.7351,5.5388,82.17,TTM_YoY,82.17,,198.87,2.4,22.68,19.41,0.8628671926989256,65.7897,0.16666666666666663,0.9166666666666666,0.8088235294117647,12.0,3.25,3.25,6.597306234797373,23.193473193473203,61.110384942160636,81.58508158508158,75.47785547785548,99.06759906759905,69.26636603272118,92.3076923076923,58.02353787853433,60.0,23.193473193473203
FIX,Industrials,Construction & Engineering,1073.14,45.1436,4.543,80.63,TTM_YoY,80.63,54.85,36.51,27.71,43.59,13.39,0.9930695784409045,144.362,0.019230769230769273,0.7692307692307693,0.7083333333333334,13.0,0.0,0.0,0.0,18.465909090909086,91.08963466440102,86.2215909090909,96.36363636363637,69.60227272727273,71.01054056924384,42.89772727272727,25.738636363636363,60.0,18.465909090909086
MSI,Information Technology,Communications Equipment,391.0,30.3546,5.6781,36.57,TTM_YoY,36.57,8.87,13.36,6.16,110.80000000000001,25.25,0.23814541622760788,-14.3989,0.09649122807017552,0.8333333333333334,0.7717391304347826,18.0,0.0,0.0,0.0,59.38271604938271,50.03052164261931,88.3217953155648,18.07966457023061,96.91358024691358,66.48735134877636,63.20987654320987,37.925925925925924,60.0,18.07966457023061
IBKR,Financials,Investment Banking & Brokerage,70.59,130.5646,11.8331,29.36,TTM_YoY,29.36,28.8,27.01,11.96,19.6,44.58,0.9319022945965953,54.093,0.125,0.9375,0.8452380952380951,16.0,33.25,33.25,50.25449110869504,6.044943820224713,57.21141649048626,80.20326864147088,85.79039836567927,93.70786516853933,64.9874518374231,99.10112359550563,79.5624706007814,60.0,6.044943820224713
CHDN,Consumer Discretionary,Casinos & Gaming,105.48,18.3466,2.5661,0.02,TTM_YoY,0.02,21.66,27.57,7.97,38.129999999999995,23.82,0.43578232782218335,-16.3881,0.0029239766081871066,0.9473684210526315,0.8645833333333333,19.0,90.0,93.25,84.89281911636292,56.11559139784946,53.5020908004779,78.29301075268818,19.044156530936014,56.58602150537634,54.5852674461876,93.14516129032259,89.84422442073873,60.0,19.044156530936014
