Ticker,Sector,SubIndustry,Price,PE_Rank,PS_Rank,EPS_Growth,Rev_Growth,ROE,Op_Margin,Mom_Range,Mom_3M,Mom_12M,Rev_Change,Rec_BuyRatio,Analyst_Count,Streak_Days,Value_S,Growth_S,Prof_S,Mom_S,Rev_S,Fundamental_Score,Shrunk_Ratio,Consensus_Score,Streak_Score,Sentiment_Score,Alpha_Score,Min_Fund_Factor
DVN,Energy,Oil & Gas Exploration & Production,35.76,8.2502,1.284,,11.4,18.29,23.41,0.759815242494226,,1.7354,0.08571428571428574,0.7714285714285715,35.0,90.0,73.83592017738358,53.93569844789357,74.27937915742794,67.40576496674058,97.33924611973393,74.85587583148559,0.74375,57.87139689578714,100.0,74.72283813747228,74.8159645232816,53.93569844789357
FLEX,Information Technology,Electronic Manufacturing Services,61.5,25.9613,0.8636,65.05,-43.22,16.77,4.73,0.7724474633835704,,49.7808,0.05555555555555547,0.8888888888888888,18.0,90.0,77.46331236897274,46.99410618654604,54.553554074845586,59.58572990019531,82.32005590496156,65.32006798734257,0.8152173913043478,94.17656650361053,100.0,96.50593990216632,74.67582956178968,46.99410618654604
MLI,Industrials,Industrial Machinery & Supplies & Components,123.6,18.3163,3.3146,42.72,15.71,26.229999999999997,23.03,0.9938714760987566,,54.9066,0.0,0.8333333333333334,6.0,90.0,69.51340615690168,92.65273645347692,89.27507447864946,76.06897060230833,39.80470043032109,71.64976411573214,0.7045454545454546,68.86792452830188,100.0,81.32075471698113,74.55106129610684,39.80470043032109
NBIX,Health Care,Biotechnology,135.79,31.6333,5.0468,53.47,19.61,15.82,20.51,0.6788676761026989,,-2.1051,0.032773109243697474,0.8857142857142857,35.0,90.0,53.610809131852776,81.9030450219835,58.36309986022674,42.20220531138376,74.80975306724646,63.80815986633178,0.8437499999999999,97.82574933995963,100.0,98.69544960397577,74.27434678762498,42.20220531138376
MPWR,Information Technology,Semiconductors,958.97,24.2415,17.2649,72.79,30.48,56.64,26.01,0.7598170981125459,,54.4335,0.040000000000000036,0.8,25.0,90.0,46.922253445737994,86.20004480664713,82.63856038852396,60.51014421146898,75.7259467416031,71.16018004530294,0.7583333333333334,68.8077077478924,100.0,81.28462464873544,74.19751342633269,46.922253445737994
ENS,Industrials,Electrical Components & Equipment,158.29,17.3239,1.5683,22.99,6.17,18.02,12.15,0.9736105319592542,,71.6067,0.08333333333333337,0.75,8.0,90.0,80.60488346281909,66.86678777666492,56.82574916759157,71.74913603105554,89.70588235294117,74.04832507430874,0.6730769230769231,57.10321864594895,100.0,74.26193118756936,74.11240690828691,56.82574916759157
TMO,Health Care,Life Sciences Tools & Services,618.86,35.4113,5.3162,12.52,3.22,13.100000000000001,17.16,0.9619981864644299,,13.5669,0.08088235294117652,0.875,32.0,90.0,46.08804744525548,49.76521205638057,58.59945255474452,71.12682481751824,88.5036496350365,63.68547854266298,0.8310810810810811,95.8941605839416,100.0,97.53649635036496,73.84078388497358,46.08804744525548
CPRX,Health Care,Biotechnology,22.72,12.8318,4.8298,34.24,25.56,26.39,44.78,0.48738379814077015,,-0.3509,0.0,0.9285714285714286,14.0,90.0,75.82699176890821,77.9106709651852,84.54728995185589,38.30719055753999,45.8300978412797,64.86059358114079,0.8289473684210527,91.1088678366206,100.0,94.66532070197236,73.80201171739026,38.30719055753999
TMHC,Consumer Discretionary,Homebuilding,65.35,7.5051,0.7622,28.59,6.98,14.16,13.39,0.6529968454258672,,7.219,0.0,0.875,16.0,90.0,84.04040404040404,74.90805490805491,52.29950511829707,49.779133618059795,52.121212121212125,62.74676588636321,0.7976190476190476,96.76767676767678,100.0,98.06060606060606,73.34091793863605,49.779133618059795
DAL,Industrials,Passenger Airlines,72.31,10.1978,0.7504,-6.08,4.33,27.639999999999997,9.6,0.9778789850357842,,17.7304,0.014336917562724039,0.9032258064516129,31.0,90.0,80.02602472348731,39.95493612414551,66.42810670136629,66.99614871094366,62.32921275211451,62.913539004469996,0.8541666666666667,95.90110605074823,100.0,97.54066363044893,73.30167639226367,39.95493612414551
DY,Industrials,Construction & Engineering,338.81,32.9695,1.8965,34.5,13.19,22.21,8.31,0.8816729003740226,,89.2793,0.0032679738562091387,0.9444444444444444,18.0,90.0,46.698113207547166,81.68401559611785,58.18920335429769,66.03550031297505,58.43815513626836,61.829130262605894,0.8586956521739131,99.73794549266248,100.0,99.84276729559748,73.23322137250337,46.698113207547166
BANC,Financials,Regional Banks,20.07,14.9628,1.98464,9.89,26.60258,5.99,39.88023,0.933406113537118,,29.1506,0.11764705882352944,0.8823529411764706,17.0,90.0,62.29975861312266,50.78967568604874,40.214534529617744,66.77841726829905,88.45731841123545,62.79188595881155,0.8068181818181818,95.89642308536317,100.0,97.5378538512179,73.21567632653344,40.214534529617744
ACIW,Information Technology,Application Software,46.77,18.4816,2.785,27.51,7.01,18.05,19.77,0.35726399095534206,,-10.2648,0.07692307692307687,0.8461538461538461,13.0,90.0,89.30817610062893,46.90518112475067,60.952320545518475,46.55700693436543,89.66922897740508,68.8339938386857,0.7638888888888888,71.46517586769158,100.0,82.87910552061496,73.04752734326448,46.55700693436543
NXT,Industrials,Electrical Components & Equipment,91.17,23.4819,4.0105,32.96,20.37,33.75,21.14,0.718701095461659,,114.3663,0.008522727272727293,0.7272727272727273,33.0,90.0,54.57824639289679,91.78116877682683,90.62153163152054,52.37356070926985,51.22086570477248,68.05743989283243,0.7039473684210527,73.30743618201998,100.0,83.98446170921198,72.8355464377463,51.22086570477248
MTDR,Energy,Oil & Gas Exploration & Production,42.25,6.7209,1.3749,56.93,13.29,14.71,35.19,0.24467163403223016,,-29.6771,0.003968253968254065,0.8928571428571429,28.0,90.0,73.8359201773836,74.4838630204484,81.81818181818183,35.74279379157428,48.33702882483371,63.473269278147335,0.840909090909091,90.68736141906874,100.0,94.41241685144124,72.7550135501355,35.74279379157428
UBER,Industrials,Passenger Ground Transportation,85.44,10.6689,3.5785,,18.25,70.61,8.72,0.5998549323017408,,31.6284,0.013387978142076484,0.8166666666666667,60.0,90.0,59.94854202401372,71.553209823352,66.852487135506,48.87296464601302,63.12178387650086,62.78223846260151,0.7961538461538461,93.13893653516296,100.0,95.88336192109777,72.7125755001504,48.87296464601302
SLB,Energy,Oil & Gas Equipment & Services,45.2,18.5255,1.9157,,-2.08,16.84,13.97,0.997169143665959,,16.4648,0.038123167155425186,0.9090909090909091,33.0,90.0,39.11845730027548,44.146005509641874,69.00826446280992,74.7107438016529,79.61432506887051,61.564738292011015,0.861842105263158,97.7961432506887,100.0,98.67768595041322,72.69862258953168,39.11845730027548
TMDX,Health Care,Health Care Equipment,137.07,51.0448,8.2709,,41.2,31.41,16.94,0.8125742574257425,,88.9318,0.07777777777777783,0.8,20.0,90.0,28.048965936739663,73.32725060827251,78.33029197080292,70.1338199513382,87.10462287104623,68.23753041362531,0.7500000000000001,71.57846715328466,100.0,82.94708029197079,72.65039537712894,28.048965936739663
NUE,Materials,Steel,163.77,22.6736,1.1756,15.36,1.66,8.110000000000001,7.89,0.8901143241425691,,38.5767,0.04761904761904767,0.8095238095238095,21.0,90.0,51.62271805273833,70.85011436709681,52.83975659229209,57.5659229208925,79.3103448275862,63.52499244745587,0.7596153846153846,89.85801217038541,100.0,93.91480730223125,72.64193690388848,51.62271805273833
CHDN,Consumer Discretionary,Casinos & Gaming,108.24,18.7096,2.6168,27.57,7.97,38.129999999999995,23.82,0.496222489871893,,-16.1385,0.0029239766081871066,0.9473684210526315,19.0,90.0,47.888888888888886,75.04667981591058,82.15958240119315,38.105592841163315,59.555555555555564,61.62375803626191,0.8645833333333333,95.77777777777779,100.0,97.46666666666667,72.37663062538333,38.105592841163315
WTFC,Financials,Regional Banks,145.9,12.61,2.29791,11.71,79.30369,11.55,38.85791,0.9359484964679479,,13.7533,0.0,0.85,20.0,90.0,66.12903225806451,83.11619162853026,65.59430290585229,62.799262115030494,39.313144612683786,62.21608082891494,0.79,92.23173140223832,100.0,95.33903884134298,72.15296823264335,39.313144612683786
IPAR,Consumer Staples,Household Products,88.38,17.2255,1.9359,21.92,3.12,20.29,19.05,0.1574570059204962,,-32.8776,0.02020202020202022,0.9090909090909091,11.0,90.0,46.075268817204304,77.31651726319004,73.9247311827957,38.375815265291735,66.34408602150538,61.80569724780812,0.796875,93.5483870967742,100.0,96.12903225806451,72.10269775088503,38.375815265291735
ENVA,Financials,Consumer Finance,161.6,15.4918,2.6102,47.49,20.81,23.919999999999998,40.59,0.9206927066414257,,64.5789,0.0,0.8571428571428571,14.0,90.0,39.15816326530612,77.34849621400622,83.24554562757746,64.6660779696494,47.066326530612244,61.416934349478424,0.7763157894736842,94.10076530612244,100.0,96.46045918367346,71.92999179973692,39.15816326530612
DXCM,Health Care,Health Care Equipment,67.4,36.4744,5.821,38.52,14.21,29.82,17.22,0.33955033214103236,,-15.8447,0.03629343629343629,0.8648648648648649,37.0,90.0,41.55261557177615,80.3360705596107,78.02615571776155,34.215328467153284,69.38868613138686,62.46243917274939,0.8273809523809524,89.79622871046229,100.0,93.87773722627736,71.88702858880778,34.215328467153284
DXPE,Industrials,Trading Companies & Distributors,114.12,20.5209,0.913,15.98,12.76,19.12,8.65,0.73376520777374,,34.6549,0.031746031746031744,0.8888888888888888,9.0,90.0,73.79454926624737,67.62544217507428,51.24039133473096,50.51589548951617,67.57512229210342,63.00324145166381,0.7678571428571428,86.79245283018867,100.0,92.0754716981132,71.72491052559863,50.51589548951617
STT,Financials,Asset Management & Custody Banks,132.57,12.4173,1.80473,8.18,181.1518,11.15,24.96261,0.9660523763336567,,35.6492,0.022727272727272707,0.7727272727272727,22.0,90.0,79.86036519871107,78.01759718471065,39.83696287350501,72.52912501032803,65.01074113856069,66.67503908757473,0.7314814814814814,71.99248120300751,100.0,83.19548872180451,71.63117397784366,39.83696287350501
ATI,Industrials,Aerospace & Defense,122.3,37.3564,3.6256,7.37,7.75,24.8,14.82,0.9694246703232582,,120.0432,0.06666666666666665,0.8666666666666667,15.0,90.0,41.4622641509434,48.81721926769741,70.56603773584905,65.56514352141645,84.24528301886792,63.065196513827416,0.7875000000000001,85.99056603773585,100.0,91.59433962264151,71.62393944647164,41.4622641509434
VITL,Consumer Staples,Agricultural Products & Services,30.9,22.6965,1.9435,80.82,23.56,20.34,11.23,0.0836940836940836,,-21.5338,0.0032679738562091387,0.9444444444444444,18.0,90.0,38.373655913978496,96.95088414047245,67.00268817204301,31.983518420588755,58.06451612903226,59.77910244064517,0.8586956521739131,98.65591397849462,100.0,99.19354838709677,71.60343622458065,31.983518420588755
HALO,Health Care,Biotechnology,72.47,14.3113,6.857,,31.19,141.55,59.33,0.7803125,,34.8028,0.04583333333333328,0.7333333333333333,15.0,90.0,59.77636278925299,65.53424444789563,99.68939276285138,59.16757260444169,84.6094113992856,75.02748874048766,0.6875,39.33840658487342,100.0,63.60304395092405,71.60015530361856,59.16757260444169
WYNN,Consumer Discretionary,Casinos & Gaming,117.83,24.3855,1.7294,31.64,-0.26,-244.74999999999997,16.98,0.7568734705628328,,45.1645,0.08153846153846156,0.9615384615384616,26.0,90.0,47.1111111111111,54.4792899408284,34.779269202087995,65.76703952274423,89.55555555555557,59.52787886810603,0.8951612903225807,99.55555555555556,100.0,99.73333333333333,71.58951520767421,34.779269202087995
PRGS,Information Technology,Systems Software,42.36,37.4462,1.9333,21.46,31.41,10.780000000000001,14.56,0.12679245283018867,,-33.1123,0.08333333333333337,0.8333333333333334,12.0,90.0,69.6049528301887,79.67180478456251,48.222181328365984,27.92543541364296,93.31761006289308,67.01800561639315,0.75,70.18474842767294,100.0,82.11084905660377,71.54585864845633,27.92543541364296
AXTA,Materials,Specialty Chemicals,33.02,15.4824,1.3636,10.93,-1.83,21.33,14.67,0.5574855252274611,,-3.7318,0.08026755852842804,0.6956521739130435,23.0,90.0,68.50789096126255,55.77971970566372,82.85509325681492,46.74318507890961,89.6700143472023,70.85752213338526,0.6696428571428571,55.09325681492109,100.0,73.05595408895266,71.51705172005548,46.74318507890961
ADMA,Health Care,Biotechnology,17.95,20.3969,8.7442,,27.62,53.98,33.25,0.3656532456861133,,-3.2866,0.0888888888888888,0.8888888888888888,9.0,90.0,43.39183102966298,63.84920018636434,84.57058549464202,33.27845938810374,97.515142102811,67.73287777605218,0.7678571428571428,67.23093648082,100.0,80.338561888492,71.51458300978412,33.27845938810374
KEX,Industrials,Marine Transportation,125.47,22.2546,2.0517,15.64,1.59,9.1,12.57,0.968391107364872,,19.4497,0.12222222222222223,0.9,10.0,90.0,56.38936535162951,47.85944332434343,42.495711835334475,63.665954004861284,91.5951972555746,61.797596516884326,0.7833333333333333,90.13722126929675,100.0,94.08233276157804,71.48301739029245,42.495711835334475
MHO,Consumer Discretionary,Homebuilding,139.34,7.7122,0.8141,34.51,4.77,15.52,13.31,0.6664395229982967,,8.9615,0.0,0.8571428571428571,7.0,90.0,77.67676767676768,78.92514892514893,56.349400040675214,52.488916005694534,52.121212121212125,63.493903759675575,0.7291666666666667,83.03030303030303,100.0,89.81818181818181,71.39118717722744,52.121212121212125
CI,Health Care,Health Care Services,278.95,12.1221,0.278,-2.03,15.26,15.06,3.45,0.35695538057742776,,-0.1325,0.05347593582887711,0.8181818181818182,33.0,90.0,89.88952456105741,51.17441803116986,52.41665022686921,38.106135332412705,81.63345827579404,64.82040343262972,0.7828947368421053,77.74709015584929,100.0,86.64825409350956,71.36875863089367,38.106135332412705
EAT,Consumer Discretionary,Restaurants,160.01,21.8537,1.6735,,79.41,132.28,9.82,0.6496219333079475,,14.6861,0.19871794871794873,0.6153846153846154,26.0,62.5,60.38095238095239,75.0,72.74912112496006,59.591434963247046,98.47619047619047,75.18377756471716,0.6048387096774195,57.71428571428571,69.44444444444444,62.406349206349205,71.35054905720676,59.591434963247046
ESI,Materials,Specialty Chemicals,28.05,28.3546,2.7161,23.21,3.87,9.4,16.21,0.9929577464788734,,10.0863,0.0,0.875,16.0,90.0,39.885222381635586,83.21616588962968,69.01004304160688,68.37876614060258,46.12625538020087,60.210665028715034,0.7976190476190476,95.40889526542324,100.0,97.24533715925395,71.3210666678767,39.885222381635586
UMBF,Financials,Regional Banks,121.54,15.2074,2.36702,12.64,72.21914,9.73,31.78459,0.8957861350249209,,10.1704,0.0643274853801169,0.8421052631578947,19.0,90.0,46.071977177967966,80.94080644269457,41.24177232316961,55.79863534582028,77.44129910028526,61.38103126571079,0.78125,90.66271669958306,100.0,94.39763001974984,71.2860108919225,41.24177232316961
SR,Utilities,Gas Utilities,82.18,17.857,1.9592,21.79,-4.5,7.9399999999999995,21.16,0.6560092449922961,,21.9469,0.13970588235294112,0.7647058823529411,17.0,90.0,67.55485893416927,52.297357814599195,34.16927899686521,56.30094043887148,97.4921630094044,63.62248096730856,0.7159090909090908,81.81818181818183,100.0,89.0909090909091,71.26300940438873,34.16927899686521
WCC,Industrials,Trading Companies & Distributors,269.3,20.2856,0.571,22.29,5.28,13.170000000000002,5.26,0.9366860185822594,,46.8135,0.0625,0.8125,16.0,90.0,83.89238294898672,63.74673900661698,33.997204751921736,67.99480693248019,78.96575821104122,66.26792593413742,0.75,71.2438853948288,100.0,82.74633123689728,71.21144752496537,33.997204751921736
Q,Information Technology,Semiconductor Materials & Equipment,90.31,17.244,2.8112,,,,20.91,0.5369745320650505,,,0.0535714285714286,0.9285714285714286,14.0,62.5,82.67130089374379,50.0,62.28897715988083,39.917245945051306,78.88116517709368,64.69993379675604,0.8289473684210527,97.18636213174446,69.44444444444444,86.08959505682445,71.11683217477656,39.917245945051306
COLL,Health Care,Pharmaceuticals,45.54,24.6319,1.9015,,26.34,24.09,20.74,0.8096064100796179,,36.5927,0.015151515151515138,0.8333333333333334,12.0,90.0,62.78332693046484,67.21091048789859,68.32500960430274,63.061851709565886,63.84940453323089,65.08547829427583,0.75,74.78870533999232,100.0,84.8732232039954,71.02180176719169,62.78332693046484
KTB,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",61.83,15.7914,1.213,20.89,9.91,46.949999999999996,10.59,0.2527586177423353,,-29.7227,0.050000000000000044,0.75,12.0,90.0,60.0,79.32774490466798,74.95206136145734,31.106104186641105,75.0,66.27187688122123,0.6911764705882353,70.0,100.0,82.0,70.99031381685485,31.106104186641105
TNL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",74.96,11.7319,1.2155,1.16,3.6,121.75,19.71,0.9674817898022893,,46.9804,0.012499999999999956,0.8125,16.0,90.0,73.9047619047619,30.407222407222406,82.84308085650368,73.55423457973794,58.666666666666664,63.13081488732495,0.75,82.09523809523809,100.0,89.25714285714285,70.96871327827031,30.407222407222406
WM,Industrials,Environmental & Facilities Services,220.91,34.9052,3.6111,11.75,15.88,28.79,16.4,0.5529193315452854,,6.9368,0.09009009009009017,0.7567567567567568,37.0,90.0,31.392322706571242,69.90869589500429,74.78854912166558,45.048364666812624,89.06961613532857,64.24257227850227,0.7321428571428572,77.68379960962915,100.0,86.61027976577748,70.95288452468483,31.392322706571242
FULT,Financials,Regional Banks,19.8,9.8597,2.12687,3.85,55.27646,10.94,33.45719,0.7738515901060073,,2.3785,0.14393939393939392,0.7272727272727273,11.0,90.0,82.90542023260917,56.64025578225983,50.47784671838539,42.60505540008646,92.23173140223832,67.45339570722342,0.671875,65.04279131007242,100.0,79.02567478604345,70.92507943086943,42.60505540008646
HWC,Financials,Regional Banks,68.07,11.7941,2.42551,7.06,49.43353,11.19,41.90665,0.969132090599318,,22.362,0.019230769230769273,0.7692307692307693,13.0,90.0,64.79043230195305,56.140790830349104,69.51579361478838,73.982167902224,62.68378319069563,64.85767433242562,0.7083333333333334,74.87382049594031,100.0,84.9242922975642,70.87765972196719,56.140790830349104
BKH,Utilities,Multi-Utilities,70.72,18.7411,2.3332,3.57,6.88,7.829999999999999,23.15,0.8272251308900525,,25.8139,0.125,0.75,8.0,90.0,67.92207792207792,50.20244461420932,38.311688311688314,74.54545454545455,94.02597402597401,65.97555385790679,0.6730769230769231,70.38961038961038,100.0,82.23376623376623,70.85301757066462,38.311688311688314
PARR,Energy,Oil & Gas Refining & Marketing,37.16,7.9188,0.2497,,-10.11,19.470000000000002,5.24,0.6923918992884509,,119.492,0.0714285714285714,0.7142857142857143,14.0,90.0,92.65734265734265,37.06293706293707,65.2097902097902,58.88111888111888,87.4125874125874,69.67132867132867,0.6710526315789473,55.59440559440559,100.0,73.35664335664336,70.77692307692307,37.06293706293707
WBS,Financials,Regional Banks,64.77,11.2969,2.72593,1.64,93.49402,9.959999999999999,43.21621,0.9347104389524157,,17.1883,0.0,0.8636363636363636,22.0,90.0,63.97849462365592,70.54374871929977,65.936335869241,64.44343774838666,39.313144612683786,59.586517657868285,0.8055555555555556,94.6565723063419,100.0,96.79394338380513,70.74874537564934,39.313144612683786
URI,Industrials,Trading Companies & Distributors,938.79,23.6108,3.7367,20.69,6.73,28.549999999999997,25.07,0.8331572349787026,,40.1179,0.11111111111111116,0.7037037037037037,27.0,90.0,41.649196366177506,63.49845927364191,90.56603773584905,58.90660758227601,91.40461215932913,70.82988285230738,0.6796875,50.90845562543676,100.0,70.54507337526205,70.74444000919378,41.649196366177506
