Ticker,Sector,SubIndustry,Price,PE_Rank,PS_Rank,EV_EBITDA,EV_EBITDA_Used,EV_EBITDA_Source,EPS_Growth,EPS_Growth_Source,EPS_Growth_TTMYoY,EPS_Growth_3Y,EPS_Growth_5Y,Rev_Growth,ROE,Op_Margin,ROIC,ROIC_Source,Mom_Range,Mom_12M,Rev_Change,Rec_BuyRatio,Shrunk_Ratio,Analyst_Count,Streak_Days,Streak_Days_Raw,Streak_Score,Value_S,Growth_S,Prof_S,Mom_S,Rev_S,Fundamental_Score,Consensus_Score,Sentiment_Score,Alpha_Score,Alpha_Score_PreGates,Min_Fund_Factor,Momentum_Fail,Lopsided_Fail,Neg_EPS_Fail,Missing_EPS_Fail
META,Communication Services,Interactive Media & Services,620.25,26.7113,8.2518,15.9016,15.9016,TTM,6.58,TTM_YoY,6.58,20.1,29.99,21.27,30.930000000000003,43.23,26.840000000000003,TTM,0.4438299889398009,1.4641,0.021408450704225368,0.9014084507042254,0.8782894736842106,71.0,90.0,94.75,84.89281911636292,42.412698412698404,72.0952380952381,81.96825396825396,50.095238095238095,65.33333333333333,63.974603174603175,100.0,93.95712764654516,69.97110806899158,69.97110806899158,42.412698412698404,False,False,False,False
CPRX,Health Care,Biotechnology,22.7,12.8206,4.8255,6.5025,6.5025,TTM,45.99,TTM_YoY,45.99,52.98,34.24,25.56,26.39,44.78,26.39,TTM,0.48472775564409026,0.1765,0.0,0.9285714285714286,0.8289473684210527,14.0,90.0,94.75,84.89281911636292,83.97678237293313,65.95624456679224,87.31983214741835,34.87137383689108,43.240284619594966,65.69532642425233,87.75314723590586,86.60901598808869,69.87806433701961,69.87806433701961,34.87137383689108,False,False,False,False
KRYS,Health Care,Biotechnology,285.04,41.5537,22.1497,48.2384,48.2384,TTM,277.03,TTM_YoY,277.03,,,54.51,19.36,42.4,19.36,TTM,0.9368287331100589,96.8372,0.0,0.8888888888888888,0.8152173913043478,18.0,90.0,94.75,84.89281911636292,27.22725016229427,89.8630026723333,77.68655354862251,93.23481116584564,43.240284619594966,65.47296755287698,78.51669403393541,81.06714406690641,68.59180285568287,68.59180285568287,27.22725016229427,False,False,False,False
DY,Industrials,Construction & Engineering,370.61,36.0639,2.0746,16.7584,16.7584,TTM,33.67,TTM_YoY,33.67,71.2,34.5,13.19,22.21,8.31,12.790000000000001,TTM,0.9626589409303076,95.1298,0.0032679738562091387,0.9444444444444444,0.8586956521739131,18.0,90.0,94.75,84.89281911636292,48.263888888888886,66.47846638655463,60.019841269841265,80.53571428571429,60.11904761904761,62.05759803921569,99.40476190476191,93.59998478940231,68.36607538925303,68.36607538925303,48.263888888888886,False,False,False,False
NI,Utilities,Multi-Utilities,43.93,23.4069,3.3944,12.6915,12.6915,TTM,10.36,TTM_YoY,10.36,5.96,10.35,20.5,10.07,28.12,3.73,TTM,0.8971861471861469,15.5141,0.05138339920948609,0.8695652173913043,0.8124999999999999,23.0,64.75,64.75,74.3275049830888,39.99999999999999,80.0,65.33333333333334,59.20000000000001,72.00000000000001,63.613333333333344,92.00000000000001,84.93100199323553,67.87686706531377,67.87686706531377,39.99999999999999,False,False,False,False
WBS,Financials,Regional Banks,64.53,11.255,2.72593,9.263,9.263,TTM,21.16,TTM_YoY,21.16,-0.12,1.64,93.49402,9.959999999999999,43.21621,8.799999999999999,TTM,0.9258576171154553,11.3738,0.0,0.8636363636363636,0.8055555555555556,22.0,90.0,94.75,84.89281911636292,70.12932832707551,82.12515619275393,68.92030324309805,58.077643638398925,27.6595744680851,61.92453415411727,86.7334167709637,85.99717770912338,66.73906286511848,66.73906286511848,27.6595744680851,False,False,False,False
WAL,Financials,Regional Banks,88.37,10.8084,2.03505,11.1237,11.1237,TTM,24.59,TTM_YoY,24.59,-6.1,8.28,69.87056,12.790000000000001,41.20746,8.709999999999999,TTM,0.8385542168674699,1.5164,0.0,0.9,0.8300000000000001,20.0,90.0,94.75,84.89281911636292,77.80559032123487,74.59819649075307,72.08441193313588,36.39930347717255,27.6595744680851,59.493670760874465,98.49812265331664,93.05600123853515,66.2061368564066,66.2061368564066,27.6595744680851,False,False,False,False
NDAQ,Financials,Financial Exchanges & Data,100.98,35.4825,7.0591,22.9685,22.9685,TTM,67.57,TTM_YoY,67.57,-6.38,4.53,16.44,13.96,27.61,7.7700000000000005,TTM,0.9782108539721209,28.8175,0.06956521739130428,0.8695652173913043,0.8124999999999999,23.0,34.75,34.75,51.797051760136405,24.392156862745093,76.10917537746806,54.10270774976658,87.83193277310923,84.94117647058823,63.788968595568306,91.29411764705883,75.49529129228986,66.13023313491263,66.13023313491263,24.392156862745093,False,False,False,False
HALO,Health Care,Biotechnology,71.21,14.0625,6.7378,11.7079,11.7079,TTM,57.4,TTM_YoY,57.4,7.75,,31.19,141.55,59.33,30.869999999999997,TTM,0.7409374999999998,28.6075,0.04583333333333328,0.7333333333333333,0.6875,15.0,0.0,0.0,0.0,69.81156892945184,75.28735632183907,97.50045612114577,63.32238642583471,85.38587848932677,79.97043274228518,17.733990147783253,10.640394088669952,66.10442501156214,66.10442501156214,63.32238642583471,False,False,False,False
MPWR,Information Technology,Semiconductors,1033.17,26.1172,18.6008,64.772,64.772,TTM,341.32,TTM_YoY,341.32,93.47,72.79,30.48,56.64,26.01,56.64,TTM,0.8682142231052415,73.1589,0.040000000000000036,0.8,0.7583333333333334,25.0,0.0,0.0,0.0,40.92063524185837,88.4675821383308,86.46103646704807,75.4164031630552,78.308635666837,74.46709020062553,54.34338272866632,32.60602963719979,66.09487808794039,66.09487808794039,40.92063524185837,False,False,False,False
MCK,Health Care,Health Care Distributors,840.46,25.7216,0.268,18.9776,18.9776,TTM,66.52,TTM_YoY,66.52,52.67,39.07,17.23,39.43,1.36,16.23,TTM,0.8304365213646292,41.2087,0.045454545454545414,0.8636363636363636,0.8055555555555556,22.0,4.75,4.75,9.493634433100562,70.9699413858962,76.66607872534321,60.0,73.91304347826087,72.48875562218889,70.1119116684248,77.01149425287356,50.00435032496436,66.09039939973272,66.09039939973272,60.0,False,False,False,False
APP,Information Technology,Application Software,568.76,67.9038,34.8178,57.8058,57.8058,TTM,148.76,TTM_YoY,148.76,252.84,68.68,40.81,262.94,59.92,61.050000000000004,TTM,0.6755700684265561,71.3081,0.018181818181818188,0.8181818181818182,0.7828947368421053,33.0,0.0,0.0,0.0,21.651849086466566,93.57094430373269,98.61828678186107,84.9799141124318,54.481824339580044,71.34248235828589,73.85414314743734,44.312485888462405,65.9364830643212,65.9364830643212,21.651849086466566,False,False,False,False
KO,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,70.44,23.2527,6.3572,21.3633,21.3633,TTM,25.45,TTM_YoY,25.45,3.01,3.54,2.8,47.010000000000005,31.42,17.29,TTM,0.6983154670750383,13.1566,0.0,0.8857142857142857,0.8437499999999999,35.0,90.0,94.75,84.89281911636292,30.51948051948052,58.76623376623376,91.34199134199133,61.688311688311686,50.21645021645021,59.98917748917749,91.34199134199135,88.76232245173998,65.74380648169,65.74380648169,30.51948051948052,False,False,False,False
NJR,Utilities,Gas Utilities,48.11,14.4413,3.7241,11.5524,11.5524,TTM,14.03,TTM_YoY,14.03,5.34,14.21,27.79,13.98,39.1,5.7700000000000005,TTM,0.6365503080082133,1.4765,0.09090909090909094,0.8181818181818182,0.734375,11.0,0.0,0.0,0.0,51.388888888888886,81.25,86.1111111111111,28.333333333333336,95.83333333333333,71.47222222222223,70.83333333333334,42.50000000000001,65.67777777777779,65.67777777777779,28.333333333333336,False,False,False,False
CFG,Financials,Regional Banks,60.82,15.3294,1.48499,13.8778,13.8778,TTM,36.95,TTM_YoY,36.95,-15.04,-3.47,62.72879,6.800000000000001,31.44855,4.65,TTM,0.9546684709066307,29.9573,0.038461538461538436,0.8461538461538461,0.7983870967741936,26.0,64.75,64.75,74.3275049830888,58.4897788902795,81.9222533443783,27.522152863612302,87.55610662396319,68.83604505632039,61.86356966769319,83.85481852315394,80.04389310712789,65.49963435558013,65.49963435558013,27.522152863612302,False,False,False,False
CBRE,Real Estate,Real Estate Services,171.59,41.583,1.2985,23.0284,23.0284,TTM,30.28,TTM_YoY,30.28,-16.53,-3.52,14.61,14.67,4.38,8.28,TTM,0.9773993808049535,27.3395,0.06315789473684219,0.8,0.7500000000000001,20.0,0.0,0.0,0.0,33.33333333333335,75.0,60.0,66.66666666666666,100.0,66.66666666666667,100.0,60.0,65.33333333333334,65.33333333333334,33.33333333333335,False,False,False,False
CR,Industrials,Industrial Machinery & Supplies & Components,207.42,32.6503,5.2673,26.1506,26.1506,TTM,38.15,TTM_YoY,38.15,-11.75,18.11,-0.37,20.19,17.06,18.790000000000003,TTM,0.9857738533235219,33.432,0.006535947712418277,0.8888888888888888,0.8152173913043478,18.0,90.0,94.75,84.89281911636292,33.641975308641975,44.44833488951136,78.57142857142857,69.86772486772487,65.07936507936508,58.75695092851956,95.23809523809523,91.0999847894023,65.2255577006961,65.2255577006961,33.641975308641975,False,False,False,False
OPCH,Health Care,Health Care Facilities,36.03,27.3537,1.0341,16.7196,16.7196,TTM,5.27,TTM_YoY,5.27,16.65,,15.79,15.28,6.03,8.39,TTM,0.9760033098882913,22.8854,0.01388888888888884,0.8888888888888888,0.8152173913043478,18.0,64.75,64.75,74.3275049830888,64.28201345781315,54.994615981769456,51.184901376472254,79.20817369093231,66.49638143891016,61.83205357345646,81.39633886760322,78.56880531379745,65.17940392152467,65.17940392152467,51.184901376472254,False,False,False,False
KALU,Materials,Aluminum,128.24,22.7384,0.6476,10.9034,10.9034,TTM,90.32,TTM_YoY,90.32,,-5.6,7.69,12.16,4.93,5.06,TTM,0.9498454540152799,72.4351,0.75,0.75,0.6730769230769231,8.0,0.0,0.0,0.0,73.74254049445865,81.24467178175618,53.28218243819268,88.1841432225064,100.0,77.5456095481671,25.31969309462915,15.19181585677749,65.07485080988918,65.07485080988918,53.28218243819268,False,False,False,False
ADMA,Health Care,Biotechnology,17.31,19.6696,8.4324,25.4553,25.4553,TTM,206.77,TTM_YoY,206.77,,,27.62,53.98,33.25,45.47,TTM,0.31306491372226775,4.089,0.0888888888888888,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,48.40484888600364,82.87726584886829,88.9618682722131,33.30049261083744,97.26327312534208,72.94461853172169,55.938697318007655,33.56321839080459,65.06833850353827,65.06833850353827,33.30049261083744,False,False,False,False
TMDX,Health Care,Health Care Equipment,143.37,53.3909,8.6511,51.3748,51.3748,TTM,144.86,TTM_YoY,144.86,,,41.2,31.41,16.94,11.43,TTM,0.874950495049505,147.1044,0.07777777777777783,0.8,0.7500000000000001,20.0,0.0,0.0,0.0,27.55378340115041,92.4872990383893,72.71179225202214,95.69604086845466,85.28097062579822,73.59676480634133,51.500638569604085,30.90038314176245,65.05748847342555,65.05748847342555,27.55378340115041,False,False,False,False
MLI,Industrials,Industrial Machinery & Supplies & Components,132.83,19.6841,3.5621,13.1898,13.1898,TTM,30.06,TTM_YoY,30.06,8.77,42.72,15.71,26.229999999999997,23.03,26.22,TTM,0.9909896380837965,62.2847,0.0,0.8333333333333334,0.7045454545454546,6.0,0.0,0.0,0.0,68.29805996472663,77.33037659508248,92.72486772486774,92.38095238095238,42.592592592592595,74.68256561884014,40.93915343915344,24.563492063492067,64.65875090777054,64.65875090777054,42.592592592592595,False,False,False,False
UBER,Industrials,Passenger Ground Transportation,84.85,10.5952,3.5538,37.2304,37.2304,TTM,282.23,TTM_YoY,282.23,,,18.25,70.61,8.72,49.03,TTM,0.5855899419729206,23.7241,0.013387978142076484,0.8166666666666667,0.7961538461538461,60.0,0.0,0.0,0.0,44.746787603930464,93.15726290516204,79.44066515495086,45.94104308390022,65.5328798185941,67.43870881686007,87.3015873015873,52.38095238095238,64.42715752967854,64.42715752967854,44.746787603930464,False,False,False,False
STRL,Industrials,Construction & Engineering,350.96,34.1429,4.8276,23.4751,23.4751,TTM,72.95,TTM_YoY,72.95,56.63,41.21,6.2,35.620000000000005,19.68,26.5,TTM,0.7887856257744734,96.6383,0.09999999999999998,0.9,0.7833333333333333,10.0,0.0,0.0,0.0,29.265873015873023,58.42524509803922,89.48412698412699,68.89880952380953,93.75,68.99407679738563,76.5625,45.9375,64.3827614379085,64.3827614379085,29.265873015873023,False,False,False,False
BG,Consumer Staples,Agricultural Products & Services,107.81,15.7568,0.3468,13.3732,13.3732,TTM,17.66,TTM_YoY,17.66,-16.27,,10.29,10.99,2.8,5.9799999999999995,TTM,0.9751447876447876,35.7809,0.15000000000000002,0.85,0.79,20.0,0.0,0.0,0.0,65.14837819185645,68.73706004140786,37.612146307798476,90.89026915113871,100.0,69.8136645962733,66.45962732919254,39.87577639751552,63.82608695652175,63.82608695652175,37.612146307798476,False,False,False,False
APH,Information Technology,Electronic Components,154.39,49.4588,9.0105,32.2922,32.2922,TTM,72.14,TTM_YoY,72.14,14.69,15.39,47.37,34.63,24.31,20.57,TTM,0.9810678152859861,120.9991,0.024347826086956514,0.72,0.6916666666666667,25.0,0.0,0.0,0.0,40.31603309696168,89.94399781858527,85.98114874528352,95.90502739594348,73.86109036594473,76.70526555201074,15.421956684092605,9.253174010455563,63.214847243699715,63.214847243699715,40.31603309696168,False,False,False,False
GILD,Health Care,Biotechnology,124.91,19.1089,5.3279,13.4026,13.4026,TTM,7633.29,TTM_YoY,7633.29,-57.39,-38.15,2.78,40.739999999999995,36.06,20.76,TTM,0.8999472016895461,36.2902,0.006006006006005982,0.7837837837837838,0.7559523809523809,37.0,0.0,0.0,0.0,70.22971533797516,58.223864258347014,84.75643130815546,82.19485495347564,63.08155446086481,71.82536288149761,47.34537493158183,28.407224958949097,63.14173529698791,63.14173529698791,58.223864258347014,False,False,False,False
GE,Industrials,Aerospace & Defense,325.12,42.538,7.8033,37.1173,37.1173,TTM,32.21,TTM_YoY,32.21,,,17.68,42.13,17.0,20.79,TTM,0.95577466412962,80.8835,0.019893899204244003,0.8275862068965517,0.7867647058823529,29.0,0.0,0.0,0.0,28.524743230625578,78.1470163823105,87.81512605042018,69.55182072829132,69.74789915966386,67.67048637636873,74.57983193277312,44.747899159663866,63.08596893302776,63.08596893302776,28.524743230625578,False,False,False,False
EHC,Health Care,Health Care Facilities,100.5,18.6911,1.7448,9.3359,9.3359,TTM,27.88,TTM_YoY,27.88,2.72,4.32,11.13,24.37,17.29,11.55,TTM,0.22476029328821207,6.4506,-0.003676470588235281,0.9375,0.8452380952380951,16.0,90.0,94.75,84.89281911636292,72.77383415670862,55.99629379210177,75.8194976585781,38.467432950191565,26.13878246062154,55.706771439059644,95.31715623669645,91.14742138856303,62.79490142896032,62.79490142896032,26.13878246062154,False,False,False,False
WMT,Consumer Staples,Consumer Staples Merchandise Retail,119.7,41.6877,1.3584,23.1948,23.1948,TTM,17.2,TTM_YoY,17.2,13.97,6.82,4.34,25.380000000000003,4.12,16.28,TTM,0.9629450814725408,31.1062,0.0,0.9583333333333334,0.919811320754717,48.0,90.0,94.75,84.89281911636292,24.187452758881335,61.45124716553288,60.0,85.4875283446712,47.845804988662124,54.520030234315946,100.0,93.95712764654516,62.40744971676179,62.40744971676179,24.187452758881335,False,False,False,False
RL,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",363.05,25.7703,2.908,17.8273,17.8273,TTM,28.88,TTM_YoY,28.88,12.85,18.45,12.32,33.42,14.05,20.84,TTM,0.9166625694478588,52.7217,-0.031339031339031376,0.8148148148148148,0.7734375,27.0,64.75,64.75,74.3275049830888,37.37001555719316,82.94314381270902,73.91304347826086,80.76639646278555,20.289855072463766,58.71382322745624,76.81159420289855,75.81795851497465,62.134650284959925,62.134650284959925,20.289855072463766,False,False,False,False
TNL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",72.41,11.3328,1.1741,10.9244,10.9244,TTM,3.29,TTM_YoY,3.29,18.11,1.16,3.6,121.75,19.71,12.04,TTM,0.9011446409989594,39.2768,0.012499999999999956,0.8125,0.75,16.0,0.0,0.0,0.0,72.12632188903376,39.201183431952664,75.64102564102564,82.67709691438506,71.7948717948718,67.93629637058582,62.17948717948717,37.3076923076923,61.81057555800712,61.81057555800712,39.201183431952664,False,False,False,False
SEIC,Financials,Asset Management & Custody Banks,86.01,15.075,4.6874,12.3117,12.3117,TTM,31.33,TTM_YoY,31.33,4.97,6.39,9.42,30.209999999999997,31.45,30.209999999999997,TTM,0.7286485674692301,3.6765,0.1515151515151516,0.8181818181818182,0.734375,11.0,0.0,0.0,0.0,52.63480392156862,58.315712693417254,85.54796918767506,41.09768907563025,94.66911764705883,68.67557251067224,55.33088235294117,33.198529411764696,61.58016389089074,61.58016389089074,41.09768907563025,False,False,False,False
MATX,Industrials,Marine Transportation,146.26,10.613,1.3481,8.6415,8.6415,TTM,9.49,TTM_YoY,9.49,-13.43,48.79,1.88,16.23,14.89,14.21,TTM,0.8815046089800773,3.5322,0.2222222222222222,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,80.15873015873015,39.08836261777438,69.40836940836941,37.099567099567096,99.13419913419914,66.59328579916814,69.04761904761905,41.42857142857143,61.5603429250488,61.5603429250488,37.099567099567096,False,False,False,False
DXPE,Industrials,Trading Companies & Distributors,123.94,22.2867,0.9915,13.7013,13.7013,TTM,35.92,TTM_YoY,35.92,71.73,15.98,12.76,19.12,8.65,8.05,TTM,0.8889240006320114,24.6881,0.031746031746031744,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,0.0,71.36978248089359,78.81004253553272,50.73486184597295,57.46031746031745,68.43033509700176,65.02479510322647,76.63139329805996,45.978835978835974,61.215603278348375,61.215603278348375,50.73486184597295,False,False,False,False
WDC,Information Technology,"Technology Hardware, Storage & Peripherals",221.51,29.3771,6.3101,23.5697,23.5697,TTM,2.46,3Y,,2.46,,-16.35,35.06,24.86,19.27,TTM,0.9555169848747832,356.2626,0.03125,0.8125,0.7770270270270271,32.0,0.0,0.0,0.0,57.177672178361775,24.21358077836769,79.79672991095036,96.11650485436894,71.56148867313917,64.95720653186666,76.13268608414239,45.679611650485434,61.101687555590416,61.101687555590416,24.21358077836769,False,False,False,False
ADEA,Information Technology,IT Consulting & Other Services,19.415,28.9696,5.5964,13.486,13.486,TTM,74.62,TTM_YoY,74.62,,,10.53,18.32,32.57,8.57,TTM,0.9832869080779942,52.1552,0.0,0.9,0.7833333333333333,10.0,0.0,0.0,0.0,61.834727162036586,65.45618027986373,70.53561985743596,86.48146368034861,41.56553398058252,64.37741280090785,79.77346278317152,47.86407766990291,61.07474577470686,61.07474577470686,41.56553398058252,False,False,False,False
TMO,Health Care,Life Sciences Tools & Services,618.72,35.4033,5.315,30.3692,30.3692,TTM,8.52,TTM_YoY,8.52,-5.27,12.52,3.22,13.100000000000001,17.16,7.8,TTM,0.9543799353545274,10.1494,0.08088235294117652,0.875,0.8310810810810811,32.0,4.75,4.75,9.493634433100562,45.30588969081351,44.24340770791075,58.390804597701155,75.34712643678162,89.10344827586208,61.6303192498598,91.72413793103449,58.83193653186092,61.07064270626003,61.07064270626003,44.24340770791075,False,False,False,False
ANET,Information Technology,Communications Equipment,129.83,48.708,19.3521,42.4629,42.4629,TTM,26.15,TTM_YoY,26.15,50.09,27.36,27.75,31.28,42.88,31.28,TTM,0.6672353331437779,9.9043,-0.004734848484848508,0.84375,0.8040540540540542,32.0,90.0,94.75,84.89281911636292,32.865519561664904,67.57465032217507,87.93874399813863,48.88410394437503,22.944983818770226,53.99433233171295,90.29126213592234,88.13188492809857,60.82184285099007,60.82184285099007,22.944983818770226,False,False,False,False
NXT,Industrials,Electrical Components & Equipment,96.36,24.8187,4.2388,17.6241,17.6241,TTM,17.5,TTM_YoY,17.5,41.04,32.96,20.37,33.75,21.14,33.050000000000004,TTM,0.7863849765258216,112.8562,0.008522727272727293,0.7272727272727273,0.7039473684210527,33.0,0.0,0.0,0.0,49.26108374384236,72.70960108181202,93.86973180076627,67.88177339901478,54.51559934318555,68.94695579381177,47.12643678160919,28.275862068965516,60.81273704884252,60.81273704884252,49.26108374384236,False,False,False,False
ATI,Industrials,Aerospace & Defense,124.35,37.9826,3.6864,21.9763,21.9763,TTM,9.29,TTM_YoY,9.29,,7.37,7.75,24.8,14.82,12.06,TTM,0.968593536640874,116.3738,0.06666666666666665,0.8666666666666667,0.7875000000000001,15.0,0.0,0.0,0.0,49.76657329598506,39.44911297852474,69.46778711484593,80.7843137254902,82.91316526610643,63.91036414565826,79.83193277310924,47.89915966386555,60.70812324929972,60.70812324929972,39.44911297852474,False,False,False,False
FCX,Materials,Copper,58.71,40.687,4.5767,9.444,9.444,TTM,3.49,TTM_YoY,3.49,-23.37,,-28.16,11.49,24.53,7.6,TTM,0.9394856278366113,46.665,0.20085470085470092,0.7777777777777778,0.7421875,27.0,0.0,0.0,0.0,44.81792717086835,37.908496732026144,71.05508870214753,81.51260504201679,94.39775910364145,65.41549953314659,69.187675070028,41.5126050420168,60.63492063492063,60.63492063492063,37.908496732026144,False,False,False,False
ENS,Industrials,Electrical Components & Equipment,168.15,18.403,1.666,13.0202,13.0202,TTM,21.12,TTM_YoY,21.12,38.8,22.99,6.17,18.02,12.15,10.870000000000001,TTM,0.9889848812095035,78.3517,0.08333333333333337,0.75,0.6730769230769231,8.0,0.0,0.0,0.0,77.72304324028462,55.433207765864964,60.20799124247401,86.56814449917898,87.02791461412151,72.07405260954957,22.824302134646963,13.694581280788178,60.39815834379729,60.39815834379729,55.433207765864964,False,False,False,False
LRCX,Information Technology,Semiconductor Materials & Equipment,222.96,48.1968,14.294,40.2442,40.2442,TTM,46.85,TTM_YoY,46.85,8.24,22.42,25.66,60.57,33.0,40.910000000000004,TTM,0.961847041847042,181.4441,0.0,0.7368421052631579,0.7151162790697674,38.0,0.0,0.0,0.0,36.8537198223424,83.67237415868641,95.02562795657985,92.81590220562927,40.54915048543689,69.8938412132825,36.953883495145625,22.172330097087375,60.34953899004348,60.34953899004348,36.8537198223424,False,False,False,False
