Ticker,Name,Sector,SubIndustry,Price,PE_Rank,PS_Rank,EV_EBITDA,EV_EBITDA_Used,EV_EBITDA_Source,PB_Ratio,EPS_Growth,Rev_Growth,ROE,Op_Margin,ROIC,Mom_Range,Mom_12M,Rev_Change,Rec_BuyRatio,Shrunk_Ratio,Analyst_Count,Streak_Days,Streak_Score,EPS_Growth_Win,Rev_Growth_Win,Rev_Change_Win,Mom_12M_Win,Mom_Range_Win,Value_S,Growth_S,Prof_S,Mom_S,Rev_S,Fundamental_Score,Consensus_Score,Sentiment_Score,Alpha_Score,Alpha_Score_PreGates,Value_Pct,Growth_Pct,Prof_Pct,Value_Grade,Growth_Grade,Prof_Grade,Valuation_Fail,Min_Fund_Factor,Name_Key
EHC,Encompass Health Corp,Health Care,Health Care Facilities,100.5,18.6911,1.7448,9.3359,9.3359,TTM,4.899809858124909,27.88,11.13,24.37,0.1729,11.55,0.22476029328821207,6.4506,-0.003676470588235281,0.9375,0.8452380952380951,16.0,90.0,84.89281911636292,27.88,11.13,-0.003676470588235281,6.4506,0.22476029328821207,81.26568302720064,56.339285714285715,70.1219512195122,38.463414634146346,24.808362369337978,59.28828486829842,96.15853658536585,91.65224959776467,65.76107781419168,65.76107781419168,0.8902439024390244,0.5853658536585366,0.7439024390243902,B+,C+,B,False,24.808362369337978,encompasshealthcorp
MSFT,Microsoft Corp,Information Technology,Systems Software,459.86,32.5783,11.6328,20.5201,20.5201,TTM,9.952861020089257,16.02,15.59,31.53,0.4594,24.959999999999997,0.546235640368366,8.3094,-0.0031982942430703876,0.9253731343283582,0.8993055555555556,67.0,90.0,84.89281911636292,16.02,15.59,-0.0031982942430703876,8.3094,0.546235640368366,54.288762209554285,56.494054468738014,87.68316831683167,47.991899189918996,21.750000000000004,58.56517336332789,99.10891089108911,93.42247418119862,65.53663352690204,65.53663352690204,0.6039603960396039,0.6336633663366337,0.9108910891089109,B-,B-,A-,False,21.750000000000004,microsoftcorp
NI,NiSource Inc,Utilities,Multi-Utilities,43.93,23.4069,3.3944,12.6915,12.6915,TTM,2.3766500757411815,10.36,20.5,10.07,0.2812,3.73,0.8971861471861469,15.5141,0.05138339920948609,0.8695652173913043,0.8124999999999999,23.0,64.75,74.3275049830888,10.36,20.5,0.05138339920948609,15.5141,0.8971861471861469,45.0,77.5,63.333333333333336,56.16666666666667,66.33333333333333,60.45,91.0,84.33100199323553,65.22620039864711,65.22620039864711,0.45,0.925,0.675,C,A-,B-,False,45.0,nisourceinc
RL,Ralph Lauren Corp,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",363.05,25.7703,2.908,17.8273,17.8273,TTM,8.625687227663024,28.88,12.32,33.42,0.1405,20.84,0.9166625694478588,52.7217,-0.031339031339031376,0.8148148148148148,0.7734375,27.0,64.75,74.3275049830888,28.88,12.32,-0.031339031339031376,52.7217,0.9166625694478588,37.97551789077213,83.09615384615384,72.22222222222221,81.25988700564972,21.333333333333336,62.55397653194263,75.99999999999999,75.3310019932355,65.1093816242012,65.1093816242012,0.36666666666666664,0.9,0.8,C-,B+,B,False,21.333333333333336,ralphlaurencorp
MPWR,Monolithic Power Systems Inc,Information Technology,Semiconductors,1033.17,26.1172,18.6008,64.772,64.772,TTM,15.706588992906596,341.32,30.48,56.64,0.2601,56.64,0.8682142231052415,73.1589,0.040000000000000036,0.8,0.7583333333333334,25.0,0.0,0.0,239.6309999999997,30.48,0.040000000000000036,73.1589,0.8682142231052415,37.46708004133747,92.65567063035418,88.4026402640264,75.5974797479748,74.6,72.57806015200676,57.01650165016502,34.20990099009901,64.90442831962521,64.90442831962521,0.38613861386138615,0.9801980198019802,0.9207920792079208,C-,A+,A-,False,37.46708004133747,monolithicpowersystemsinc
HALO,Halozyme Therapeutics Inc,Health Care,Biotechnology,71.21,14.0625,6.7378,11.7079,11.7079,TTM,24.101401204900828,57.4,31.19,141.55,0.5932999999999999,30.869999999999997,0.7409374999999998,28.6075,0.04583333333333328,0.7333333333333333,0.6875,15.0,0.0,0.0,57.4,31.19,0.04583333333333328,28.6075,0.7409374999999998,65.37689450968584,78.74155722326455,97.5609756097561,66.54634146341463,80.34146341463415,77.82619360865974,16.865853658536587,10.11951219512195,64.28485732595219,64.28485732595219,0.7073170731707317,0.9390243902439024,1.0,B,A,A+,False,65.37689450968584,halozymetherapeuticsinc
APP,Applovin Corp,Information Technology,Application Software,568.76,67.9038,34.8178,57.8058,57.8058,TTM,177.46021840873635,148.76,40.81,262.94,0.5992000000000001,61.050000000000004,0.6755700684265561,71.3081,0.018181818181818188,0.8181818181818182,0.7828947368421053,33.0,0.0,0.0,148.76,40.81,0.018181818181818188,71.3081,0.6755700684265561,22.648931559822653,92.67031070195627,98.33993399339936,73.088013149141,60.582608695652176,69.45714202809017,72.44080929832114,43.46448557899269,64.25861073827068,64.25861073827068,0.13861386138613863,0.9900990099009901,1.0,D,A+,A+,False,22.648931559822653,applovincorp
ADEA,Adeia Inc,Information Technology,IT Consulting & Other Services,19.415,28.9696,5.5964,13.486,13.486,TTM,5.29091156833356,74.62,10.53,18.32,0.3257,8.57,0.9832869080779942,52.1552,0.0,0.9,0.7833333333333333,10.0,0.0,0.0,74.62,10.53,0.0,52.1552,0.9683063213765313,70.54038737207054,65.02061756808592,68.04620462046205,84.92709270927092,40.0,68.63619005360452,77.27722772277228,46.366336633663366,64.18221936961629,64.18221936961629,0.7524752475247525,0.7425742574257426,0.7326732673267327,B,B,B,False,40.0,adeiainc
KO,Coca-Cola Co,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,70.44,23.2527,6.3572,21.3633,21.3633,TTM,12.191491571186264,25.45,2.8,47.010000000000005,0.31420000000000003,17.29,0.6983154670750383,13.1566,0.0,0.8857142857142857,0.8437499999999999,35.0,90.0,84.89281911636292,25.45,2.8,0.0,13.1566,0.6983154670750383,28.787878787878785,58.63636363636364,89.39393939393939,59.0,48.86363636363637,57.95909090909092,91.81818181818181,89.04803673745425,64.17688007476359,64.17688007476359,0.2727272727272727,0.6363636363636364,0.9545454545454546,D+,B-,A,False,28.787878787878785,cocacolaco
GILD,Gilead Sciences Inc,Health Care,Biotechnology,124.91,19.1089,5.3279,13.4026,13.4026,TTM,8.051645008250825,7633.29,2.78,40.739999999999995,0.36060000000000003,20.76,0.8999472016895461,36.2902,0.006006006006005982,0.7837837837837838,0.7559523809523809,37.0,0.0,0.0,230.09399999999985,2.78,0.006006006006005982,36.2902,0.8999472016895461,64.95031616982837,57.48471212476548,89.02439024390243,81.93658536585366,56.987804878048784,72.07671658936141,49.5,29.7,63.60137327148913,63.60137327148913,0.6829268292682927,0.6097560975609756,0.9085365853658537,B-,B-,A-,False,56.987804878048784,gileadsciencesinc
UBER,Uber Technologies Inc,Industrials,Passenger Ground Transportation,84.85,10.5952,3.5538,37.2304,37.2304,TTM,8.296665688862813,282.23,18.25,70.61,0.0872,49.03,0.5855899419729206,23.7241,0.013387978142076484,0.8166666666666667,0.7961538461538461,60.0,0.0,0.0,268.0275,18.25,0.013387978142076484,23.7241,0.5855899419729206,47.4006116207951,93.98455080491604,77.98165137614679,48.31192660550459,66.14678899082568,66.41954013040217,86.78899082568807,52.07339449541284,63.5503110034043,63.5503110034043,0.4954128440366973,1.0,0.8532110091743119,C,A+,B+,False,47.4006116207951,ubertechnologiesinc
KALU,Kaiser Aluminum Corp,Materials,Aluminum,128.24,22.7384,0.6476,10.9034,10.9034,TTM,3.0900460229873983,90.32,7.69,12.16,0.0493,5.06,0.9498454540152799,72.4351,0.75,0.75,0.6730769230769231,8.0,0.0,0.0,90.32,7.69,0.31383547008547014,72.4351,0.9498454540152799,77.77777777777777,82.60416666666667,50.925925925925924,87.0,98.75,75.97175925925926,22.916666666666664,13.749999999999998,63.52740740740741,63.52740740740741,0.8611111111111112,0.9166666666666666,0.4444444444444444,B+,A-,C,False,50.925925925925924,kaiseraluminumcorp
MLI,Mueller Industries Inc,Industrials,Industrial Machinery & Supplies & Components,132.83,19.6841,3.5621,13.1898,13.1898,TTM,5.448497079477588,30.06,15.71,26.229999999999997,0.2303,26.22,0.9909896380837965,62.2847,0.0,0.8333333333333334,0.7045454545454546,6.0,0.0,0.0,30.06,15.71,0.0,62.2847,0.9909896380837965,61.46788990825687,76.17926805936426,88.68501529051987,86.48768710767744,36.67551907291164,73.73916924039371,35.99951714147755,21.599710284886527,63.31127744929227,63.31127744929227,0.6788990825688074,0.8899082568807339,0.944954128440367,B-,B+,A,False,36.67551907291164,muellerindustriesinc
WMT,Walmart Inc,Consumer Staples,Consumer Staples Merchandise Retail,119.7,41.6877,1.3584,23.1948,23.1948,TTM,10.565524789704572,17.2,4.34,25.380000000000003,0.0412,16.28,0.9629450814725408,31.1062,0.0,0.9583333333333334,0.919811320754717,48.0,90.0,84.89281911636292,17.2,4.34,0.0,31.1062,0.9629450814725408,24.24242424242424,63.18181818181817,60.0,85.27272727272728,48.86363636363637,55.63787878787879,100.0,93.95712764654516,63.30172855961207,63.30172855961207,0.22727272727272727,0.7727272727272727,0.6363636363636364,D+,B,B-,False,24.24242424242424,walmartinc
ENVA,Enova International Inc,Financials,Consumer Finance,156.87,13.2191,2.2273,10.5847,10.5847,TTM,3.382437286805325,74.38,20.81,23.919999999999998,0.40590000000000004,5.779999999999999,0.8677091617846381,47.4619,0.0,0.8571428571428571,0.7763157894736842,14.0,0.0,0.0,74.38,20.81,0.0,47.4619,0.8677091617846381,50.56818181818182,74.18806143146915,84.0909090909091,75.0165696372593,30.665024630541872,66.57220140407262,81.5909090909091,48.95454545454545,63.04867021416718,63.04867021416718,0.45454545454545453,0.8522727272727273,0.8409090909090909,C,B+,B+,False,30.665024630541872,enovainternationalinc
ACMR,ACM Research Inc,Information Technology,Semiconductor Materials & Equipment,53.62,29.7046,3.9515,18.4414,18.4414,TTM,3.73187825808562,29.11,20.77,10.96,0.1481,8.93,0.9683063213765313,203.2805,0.0,0.8571428571428571,0.7763157894736842,14.0,0.0,0.0,29.11,20.77,0.0,191.0110699999999,0.9683063213765313,73.45734573457345,70.22056003068661,50.815181518151824,97.85133513351334,38.29545454545455,68.51205630056677,66.81518151815182,40.08910891089109,62.827466822631635,62.827466822631635,0.7920792079207921,0.7821782178217822,0.504950495049505,B,B,C+,False,38.29545454545455,acmresearchinc
ANET,Arista Networks Inc,Information Technology,Communications Equipment,129.83,48.708,19.3521,42.4629,42.4629,TTM,16.38440181726401,26.15,27.75,31.28,0.4288,31.28,0.6672353331437779,9.9043,-0.004734848484848508,0.84375,0.8040540540540542,32.0,90.0,84.89281911636292,26.15,27.75,-0.004734848484848508,9.9043,0.6672353331437779,33.950061672833954,70.48374568469504,87.35313531353135,49.894509450945094,20.1,56.41145027371936,85.74257425742574,85.40267220100061,62.20969465917561,62.20969465917561,0.32673267326732675,0.7920792079207921,0.900990099009901,C-,B,A-,False,20.1,aristanetworksinc
STRL,Sterling Infrastructure Inc,Industrials,Construction & Engineering,350.96,34.1429,4.8276,23.4751,23.4751,TTM,13.319923335294227,72.95,6.2,35.620000000000005,0.1968,26.5,0.7887856257744734,96.6383,0.09999999999999998,0.9,0.7833333333333333,10.0,0.0,0.0,72.95,6.2,0.09999999999999998,96.6383,0.7887856257744734,30.886850152905197,63.008554036120245,89.90825688073396,70.57339449541286,91.33027522935781,66.0481939876522,78.09250764525994,46.85550458715596,62.20965610755295,62.20965610755295,0.26146788990825687,0.7339449541284404,0.9724770642201835,D+,B,A+,False,30.886850152905197,sterlinginfrastructureinc
ADMA,ADMA Biologics Inc,Health Care,Biotechnology,17.31,19.6696,8.4324,25.4553,25.4553,TTM,11.735593220338982,206.77,27.62,53.98,0.3325,45.47,0.31306491372226775,4.089,0.0888888888888888,0.8888888888888888,0.7678571428571428,9.0,0.0,0.0,206.77,27.62,0.08876338132152077,4.089,0.31306491372226775,43.65151058917996,86.98534240150093,93.08943089430893,37.66341463414634,97.80487804878048,68.89547458287973,58.18292682926829,34.90975609756097,62.09833088581598,62.09833088581598,0.45121951219512196,0.9512195121951219,0.9634146341463414,C,A,A,False,37.66341463414634,admabiologicsinc
BG,Bunge Global SA,Consumer Staples,Agricultural Products & Services,107.81,15.7568,0.3468,13.3732,13.3732,TTM,1.3147993897360035,17.66,10.29,10.99,0.027999999999999997,5.9799999999999995,0.9751447876447876,35.7809,0.15000000000000002,0.85,0.79,20.0,0.0,0.0,17.66,10.29,0.09669011544011542,35.7809,0.9751447876447876,69.6969696969697,70.07575757575758,34.848484848484844,89.36363636363637,97.95454545454547,67.81969696969698,64.6969696969697,38.81818181818182,62.01939393939395,62.01939393939395,0.8181818181818182,0.8636363636363636,0.22727272727272727,B+,B+,D+,False,34.848484848484844,bungeglobalsa
APH,Amphenol Corp,Information Technology,Electronic Components,154.39,49.4588,9.0105,32.2922,32.2922,TTM,19.06708491824334,72.14,47.37,34.63,0.24309999999999998,20.57,0.9810678152859861,120.9991,0.024347826086956514,0.72,0.6916666666666667,25.0,0.0,0.0,72.14,41.27199999999998,0.024347826086956514,120.9991,0.9683063213765313,44.25442544254425,90.68584579976985,80.41914191419141,95.29072907290728,69.4,75.30370681371934,14.587458745874587,8.752475247524751,61.993460500480424,61.993460500480424,0.48514851485148514,0.9702970297029703,0.8217821782178217,C,A+,B+,False,44.25442544254425,amphenolcorp
CR,Crane Co,Industrials,Industrial Machinery & Supplies & Components,207.42,32.6503,5.2673,26.1506,26.1506,TTM,7.251560123761077,38.15,-0.37,20.19,0.17059999999999997,18.790000000000003,0.9857738533235219,33.432,0.006535947712418277,0.8888888888888888,0.8152173913043478,18.0,90.0,84.89281911636292,38.15,-0.37,0.006535947712418277,33.432,0.9857738533235219,29.051987767584098,42.552704463252645,77.06422018348624,71.92081120231771,57.209077740222114,55.14466289490386,91.74311926605505,89.0029992061782,61.916330157158725,61.916330157158725,0.24311926605504589,0.3302752293577982,0.8256880733944955,D+,C-,B+,False,29.051987767584098,craneco
NJR,New Jersey Resources Corp,Utilities,Gas Utilities,48.11,14.4413,3.7241,11.5524,11.5524,TTM,2.021199275712419,14.03,27.79,13.98,0.391,5.7700000000000005,0.6365503080082133,1.4765,0.09090909090909094,0.8181818181818182,0.734375,11.0,0.0,0.0,14.03,20.864500000000007,0.09090909090909094,1.4765,0.6365503080082133,61.666666666666664,83.5,86.66666666666667,23.6,84.5,66.95333333333333,68.5,41.1,61.78266666666667,61.78266666666667,0.55,1.0,0.95,C+,A+,A,False,23.6,newjerseyresourcescorp
WDC,Western Digital Corp,Information Technology,"Technology Hardware, Storage & Peripherals",221.51,29.3771,6.3101,23.5697,23.5697,TTM,13.874378343167098,2.46,-16.35,35.06,0.2486,19.27,0.9555169848747832,356.2626,0.03125,0.8125,0.7770270270270271,32.0,0.0,0.0,2.46,-12.461999999999998,0.03125,191.0110699999999,0.9555169848747832,62.14288095476214,22.091484464902184,81.07920792079209,94.27542754275427,71.89999999999999,66.26890462041985,72.82178217821782,43.69306930693069,61.75373755772202,61.75373755772202,0.6831683168316832,0.07920792079207921,0.8514851485148515,B-,D-,B+,False,22.091484464902184,westerndigitalcorp
COR,Cencora Inc,Health Care,Health Care Distributors,354.85,44.2928,0.2142,20.0344,20.0344,TTM,45.635175801846756,5.95,9.31,131.5,0.81,16.97,0.8389180746840835,47.3079,0.045454545454545414,0.7727272727272727,0.7314814814814814,22.0,0.0,0.0,5.95,9.31,0.045454545454545414,47.3079,0.8389180746840835,65.26146742948912,44.203506097560975,93.4959349593496,80.64227642276423,73.04878048780488,71.96338515005522,34.61382113821138,20.768292682926827,61.72436665662954,61.72436665662954,0.6951219512195121,0.35365853658536583,0.975609756097561,B-,C-,A+,False,44.203506097560975,cencorainc
